,fold-change control mujer case1 lung,fold-change control mujer case1 heart,fold-change control hombre case2 lung,fold-change control hombre case2 jejunum,fold-change control hombre case2 heart,fold-change control hombre case3 lung,fold-change control hombre case3 heart,fold-change control mujer case4 lung,fold-change control mujer case4 heart,fold-change control mujer case4 liver,fold-change control mujer case4 kidney,fold-change control mujer case4 bowel,fold-change control hombre case5 lung,fold-change control hombre case5 fat,fold-change control hombre case5 skin,fold-change control hombre case5 bowel,fold-change control hombre case5 liver,fold-change control hombre case5 kidney,fold-change control hombre case5 heart,fold-change control hombre case5 marrow,fold-change control hombre case6 lung,fold-change control mujer case7 lung,fold-change control hombre case8 lung,fold-change control hombre case8 liver,fold-change control hombre case8 bowel,fold-change control hombre case8 heart,fold-change control mujer case9 lung,fold-change control mujer case10 lung,fold-change control mujer case10 liver,fold-change control hombre case11 lung,fold-change control hombre case11 kidney,fold-change control hombre case11 bowel,fold-change control mujer case12 liver,fold-change control hombre caseA lung,fold-change control hombre caseB lung,fold-change control hombre caseC lung,fold-change control hombre caseF lung,fold-change control hombre caseE lung,fold-change control hombre caseG lung,fold-change control hombre caseH lung,fold-change control hombre caseI lung,fold-change control mujer caseD lung,fold-change control mujer caseJ lung,fold-change control mujer caseP1 placenta,fold-change control mujer caseP2 placenta,fold-change control hombre caseP3 placenta,fold-change control hombre caseP4 placenta
MDH1,0.2663886937289088,0.9236733098348722,0.844013843336774,1.1189297527887558,1.5698839241511353,0.5168995225213457,1.333658788364517,-0.5093944770409476,3.1634881514077993,inf,,0.9705569812190228,0.40947866393880056,inf,-1.2902883219871795,-0.37568108431197084,-1.17009986157798,-2.1058453198586804,1.5583236181895062,-0.8270122041781551,1.6079148846428601,0.2127296172426343,0.29074664836675496,1.7974786607296465,1.4949158907092128,3.5894282571146556,0.1872240487960854,1.272170865246293,3.1035823998498064,0.504387309647305,1.1230545326321502,1.3949864147699087,4.103582399849807,-0.40415520044001324,1.1912996740987862,-1.4363185238790606,-1.0059452097380468,-0.8570247732445961,0.35174436422788363,-0.5261358107856033,-1.6325091800151665,inf,-0.47006478764351667,0.41495651147476664,1.054183572363417,1.3732899452299083,-0.10118716761714669
MTHFD1,-0.6517260103858539,0.6209516147725967,0.23576322213946,-0.2682124388217371,-1.6752392625869281,-0.1550524854221719,-1.06113697578941,-1.092224091295956,-0.23328751762431435,inf,,-0.03670883031708094,0.07990345311151632,inf,-0.5441639827342079,-0.9184741463826589,-4.464132648796996,-2.2705950901327285,-0.7317511554608186,0.6684886535731938,4.568053956621449,0.4078492075943852,-0.21921008478074697,2.687176674477974,-0.8922263009012859,-0.9062383912740087,-0.6607614981808294,-0.2485065810550668,3.5378262989537377,-0.21826974693295179,0.5984088172717233,-0.35205172192696527,6.1227887996748995,0.05669951450444473,0.6916827532298812,-1.1860307948742617,-0.8785142285187822,0.7953613993315507,-0.13161314264191273,-0.40631801367621895,-0.019651371625665437,inf,-0.5248589692622061,-0.3062801443637955,0.05997424223956579,-0.3501289625297699,-0.9603978035428613
MTHFD1L,-0.8224367939828938,-2.096881283490349,0.3338148563098114,-1.160027134335835,-3.081627130930792,-0.46077659541671767,-5.700185600923546,1.6924433509702743,-4.6718596956388865,1.1761372109160582,inf,-1.7020743086858936,-0.026007024359020213,inf,-1.3237691746622906,-0.42407161865441917,-1.7412375001958862,-3.1624097856468336,-0.028755564297417952,0.02331392564221858,2.304950508837923,-0.14365207399050392,0.6051319051137971,inf,-1.8835766699663004,-1.9906981647305055,-0.9803084066045669,-1.0073127059598102,2.2350308999696304,0.7255858031395357,0.9993758709854654,-0.021473996104620283,inf,-0.8757571655070028,1.683171833006682,0.44571646566865325,-0.9629740019752809,0.5889111014964419,0.7839270839015884,1.0762628055911807,-1.5191486443610045,inf,-1.0755818816898963,0.5083445377866298,0.04653726020584001,1.643576907409408,1.0343691141512137
PAH,inf,inf,inf,0,0,0,0,0,0,inf,inf,0,inf,0,0,inf,inf,0,0,0,inf,inf,inf,inf,inf,0,inf,inf,inf,0,inf,0,inf,inf,0,inf,0,0,0,0,inf,inf,0,0,0,inf,0
PCBD1,1.0713654189537953,0.5335978378427841,1.8101264700758972,2.8963310980278605,1.5430148610074372,0.3998565813928851,0.14204782608730568,-0.8170077888410603,0.3068816683950732,3.3915788329703473,,-0.48663268663160414,0.6530641647447132,inf,-0.8172696420638303,0.4152245252768778,-0.5428602629597574,0.3578955464766607,-2.0003033285036,-2.1002369320090146,4.179341922490666,-0.4074377403301369,-0.3395556667429852,2.6311691368152914,2.4440835842147934,0.4300714938420739,-0.877876377113656,1.9618702021215373,1.1285444271365603,0.4922525815991004,0.9753606868851484,2.9424379874944844,6.298469428578874,1.7011316949828539,1.8440743648241507,0.7054942475689208,-2.0865248596265142,0.6998254974822343,0.931678248067744,0.6531516660810355,-0.9057339078460354,0.013067209716626064,-0.4007086409983029,0.19904492002388835,-0.7516517478813846,0.42729957703208304,-0.4787485552627454
PCBD2,-1.6094702680013009,inf,0.7023464368041965,-0.20213525017838455,0.1133039505275095,0.7856118799887797,0.4947454805347597,-1.982638457418759,inf,inf,inf,-2.289693275824593,-0.08078651195930604,inf,-0.6586590397326781,-0.7638602831376514,-2.813092959432482,-2.4269103228258233,-0.022608511532747056,-2.56311470642414,6.857364213473742,1.3273799265691102,-2.401382466089212,0.9458989410637209,-1.1480772071452936,0.48176689225671177,-0.46523216391363775,-0.5059899900477541,4.940193682058779,-0.968836527227374,1.5124829124700265,-0.2859745332836131,inf,-0.46218579757335543,2.5255864997441955,inf,-0.6234032154854129,0.23694772306710926,-0.33855444840497895,0.07479667424597859,-1.368611682261155,inf,-1.2708834260498316,-0.1909462011518446,-0.8437811238387279,1.5744635484417366,-1.6785919238440736
PTS,-0.7005722409809699,inf,0.6610217901705107,-0.1682834288895637,-1.8268490196507188,0.05765529677697209,-1.445407489643475,-1.197502853988872,-1.6669881372900932,inf,,0.08040482832645239,0.8891778554334465,inf,-0.13938039127361432,-0.351496838595098,-2.293814310973418,0.09236832563323862,-0.05081765837617209,0.9561639420349236,5.082645319550516,0.9938807970884961,1.1125983304177405,2.465177589522785,-0.043836057965073665,inf,-1.0644686627139197,0.9900221522947135,3.917974363431064,0.6471553255008317,0.44679906020793275,0.49633852100924425,6.502936864152221,inf,-1.3474522745754978,-0.8230673791082882,-0.10412456702634912,-1.2437736284738272,1.5026522949414542,0.3310409168712477,-0.8493330338020914,inf,1.3887212952962007,0.9276987584277135,1.1465501308914818,2.135282024838088,1.2557242238938373
QDPR,0.6302523186670735,1.4579616724849431,0.15945889028561017,0.20159049292343387,-0.22250984420069295,0.8992149820169667,-0.38163669555615226,1.6254870380440423,0.5578878863703625,3.1460176661701937,,-0.53954877548936,-0.08081524824909345,inf,-1.8569693107109526,-1.9881657626488685,-2.104512634802234,-3.3032924989167354,-1.687486582429942,-1.1175687876276827,5.119718261434577,0.3223534633144927,0.8539193644881851,2.1849939823927453,0.8824312123723105,0.8684191219995875,-0.18761402393203427,1.6332573440652003,4.204911355223767,0.6037597862929167,0.05113823565795535,0.8376432906254748,inf,0.4687869483933315,1.256886900874522,-1.6337657029371093,-1.940357982962306,0.1679204690338022,0.2444949941414134,-0.0646199076787259,-0.6600313576309093,-1.5544220519708933,1.064223575006555,-0.1541858744478964,-0.5816500348284623,0.4471264882690532,-1.8180085057687794
SHMT1,-0.8044787189297271,1.4808740185982758,0.3011845700979336,-0.5305236611366736,-4.037086158452784,0.7494533410158835,-0.4857196270032238,0.2233777963059122,inf,6.0169269188384815,,-0.0056745100986434534,-0.10096571609252894,inf,-0.34961753007567253,-0.3552830999297311,-0.1821233548881155,0.052056188273488235,-3.3765320145981694,-3.254073196767136,6.659743761542149,-0.05034545028343171,-1.126625008122546,3.7992609669445354,0.9683192245693132,-2.531119692973653,0.2860082697991912,-0.38786774986440514,4.561247435062295,0.308142989209592,2.236561921405871,0.6080294770945418,6.9238175144470055,-0.1531442879163579,-0.5576894133775574,-3.0333045179103535,-3.2403611243846324,-1.454010767275887,0.6709267793931132,-1.6161618160970148,2.33274725017461,inf,0.22463944486982954,-0.44591078235783854,0.7524107840990099,1.1293420662369995,-1.4950812962709288
SHMT2,1.2570422712907412,0.682233620613122,-0.6365602612220462,-2.3819026734779514,-2.548615167909438,-0.10586730274423416,-2.1671736379021906,-1.1184049267057703,-0.6319453900849267,3.037714275211504,inf,-1.1739209781156394,0.006040150039704861,1.7999949696304356,-0.9954476312439207,-1.1622679929125597,-2.015580459232132,-1.3398912054304908,-0.4141298357224086,-0.7656022062237869,4.942507435258475,0.2942596015201709,0.20824196251085053,-0.42651356017824216,-1.9355272076660974,-1.2125737038726199,-1.2505903469700208,1.6412587252931357,3.6491489872938567,0.4536394764115053,0.5551079105069041,-1.2798754112718476,inf,-2.8345982988153184,0.15317399850223232,-0.4668310153657291,-1.266463306671045,-1.8135366832874849,-0.7109669496469436,-1.4231467090798422,-1.4190960886157555,-2.2476879436507353,-0.7115044768652694,-0.47796436267671805,-0.019996974319830454,0.3487485688515313,-1.3880394123636104
SORD,-0.4044564605906491,0.5853212450446055,1.8888188832221369,1.6505472047988878,2.0508753030912956,0.2915234297442672,0.695351238932337,0.06479061691844626,2.517302821615954,inf,,1.4947013926788142,0.7898440407552259,inf,2.181950582944021,0.3112145931760709,0.2619819168812335,1.6481645534878957,0.9744638527797059,0.5119601698895839,6.685864140417857,1.8227319986903834,-1.268804537238636,4.2433662387138895,1.5119601698895835,inf,0.43243649896275915,0.48678087683905613,4.180267834338382,1.2171994518395286,4.002595288062588,-0.5328277518572563,7.765230335059538,3.4202440007979646,2.530272048166522,2.0546569436337303,-0.2112933518941234,1.3120225993808299,0.736520427908742,-0.4350909501614558,0.7064631940525659,0.7428625220310816,inf,-1.524788511873076,-1.8513185087194517,0.23077976003754352,-0.18847954825150937
