,fold-change control1 case1 lung,fold-change control1 case1 heart,fold-change control2 case2 lung,fold-change control2 case2 jejunum,fold-change control2 case2 heart,fold-change control3 case3 lung,fold-change control3 case3 liver,fold-change control4 case4 lung,fold-change control4 case4 heart,fold-change control4 case4 liver,fold-change control4 case4 kidney,fold-change control4 case4 bowel,fold-change control5 case5 lung,fold-change control5 case5 fat,fold-change control5 case5 skin,fold-change control5 case5 bowel,fold-change control5 case5 liver,fold-change control5 case5 kidney,fold-change control5 case5 heart,fold-change control5 case5 marrow
CASP3,0.7853028926771762,inf,-0.5377691295893567,-1.8973835098641467,-3.4564134270743856,1.6457564405071488,-0.1969956442709689,-2.49409774386609,-2.70054862133351,inf,inf,-1.3157257351016778,-0.2758823455223655,inf,-1.220866718384898,-1.02908622403274,-3.6972287329720697,-1.9891180014780494,-1.2004754881290354,0.25318923817737243
CASP4,1.6542993598409659,0.30076420718466984,0.4937893961911147,-0.8694010973382569,-3.0886816425738917,-0.7772769332366206,-3.0334969119880935,-1.1533011350248117,inf,inf,,-1.045318454151799,0.11479130226622294,inf,-0.38494264413052653,-0.8533149646547387,-2.5102302181708125,-1.9434753359223313,-1.3827107829934997,-1.5232863709962612
CASP7,2.5320707499780117,0.9237135410592257,-1.3154930733958092,-2.9498509297582785,-5.456413427074383,-0.8805185666939681,-3.7617802630544954,1.8575615613081677,inf,inf,,-2.2043807592611278,-1.1148268878067042,inf,-1.5779512586858744,-2.122775639647965,inf,-3.978470757278536,-2.574168945985457,-3.1146751408768476
FAS,-0.11794841901325251,-2.956325834899863,-0.04375404582117951,-3.275895133117872,-6.419887551049275,-1.1735363207288603,-3.6299550515470735,-1.8774263834175926,-4.806343285356109,inf,,-2.2288753211818757,-0.3125423550431014,inf,-1.6021733603511936,-1.4151938522628527,-3.563962202108598,-1.8558514706145788,-2.1145146720439287,-2.7290214483791013
GADD45B,-1.0425321865847617,-0.9933728216551844,0.7083920862777736,0.4700853689334092,-1.9943076741387622,-2.7740854688954424,-2.018025503225643,1.363689665881672,-0.8493381459890071,2.250348192805725,inf,-1.7471622551685757,-1.3471781140629173,-2.9003898666910874,-0.8985663631314148,-1.5725501802021074,-3.4264586783586677,-1.7992679422482152,-1.3044143732475006,-2.4264586783586672
ARL6IP1,1.1911296949263697,0.9477876760380833,0.14510362196044324,-0.7674741872697098,-2.3671460889772957,0.4811704765715436,-0.56783333963928,-0.8407679128387431,-3.264449506526839,0.583547400028105,inf,-1.4015793234903597,-0.721331987953639,-3.209227962138002,-1.4553319720219213,-1.958497201346796,-1.9659097019470047,-3.0536582536727583,-2.113012646878696,-1.2305046217684132
CFLAR,1.1620316118632719,0.009305910064030183,0.9730566310803813,-0.49433436112436707,-0.8891529280866893,-1.1597994728321304,-2.940563973261422,0.7833557218806678,-0.7586515758970791,0.3400933631638276,inf,-1.7064339050187811,0.6417194054021454,-1.2896013786020217,-0.9308433303270808,-0.6027715030041425,-3.2307076895484483,-1.5851384241231412,-0.1382202705259,-0.14248050653671604
ACER3,0.42049175793331633,-1.076286458940776,-1.0112244716809946,-1.8373762004998646,-4.758976197094817,-1.350513362062967,-4.924916098834169,3.3199793544468275,-0.6175592566624807,inf,,-0.5995187011022698,-0.6317406219948258,inf,-1.9523467734673738,-3.2492436409858763,-4.154086407945531,-2.767903771338875,-3.196491974210538,-2.0296390370210493
CASP10,2.0665762350184624,0.4783023927368657,1.073389079721693,-2.2572794549505266,-2.4239919493820135,0.6225362452853933,-2.3933928570744696,1.2701308049962625,-1.7962303005696088,0.6486424282499892,,-5.036924013409568,0.9505695508471963,1.5981269599196035,-1.455331972021919,-1.0103361328664133,-4.609765891721724,-0.41622833305746293,-0.36676923912447823,-0.03785954382601687
CASP8,1.1495980648550697,-2.5216976072631376,1.3211885613931151,-2.7047384319217507,-3.4564134270743887,-0.2448677245587167,-4.135595099606827,0.1225736165824077,-0.6720070406848566,1.916122739114975,inf,-0.8308442472087209,2.3798721814524004,0.20580953714084044,-0.11429505418685612,0.9540399574028653,-0.6097658917217265,0.19145424416377377,-0.40424394454314694,1.962140456173981
APLP2,0.7804802322805507,-0.07318540343320545,0.20833484462816587,-0.19701893013305355,-2.1276640663310116,-0.17458937320898002,-2.3736780118885914,2.048171687885728,0.40200811218501753,0.9054754949154656,inf,-0.06127269928814328,-0.49270263606443615,-2.2781230433490682,-1.6198476767805186,-1.4144154056671094,-3.3074051656818604,-1.587221601887267,-2.1479133407662707,-2.0097301706422206
CALM1,0.38727150786699543,0.015018448603960089,-0.4250684419950456,0.49558392195507533,-1.597334311382053,-0.4534580381868682,-2.1124103121860274,-1.4698098242559472,0.0003487043855786993,0.1898835515418279,,0.5870575408902099,0.2720452971406343,-1.4080078262524969,-0.755991450155633,-0.7223188720591888,-2.875659951694763,-1.837400618508411,-0.19209070771153133,-1.2235832551150687
CFB,2.2956594504442873,2.800230487624222,-0.9577604432842962,-3.1197759312005915,inf,0.728962380471795,3.735890159870494,-0.7075013819752778,inf,inf,,0.9854437996188905,1.3272450065284147,inf,-0.6073350654669709,0.024429285294261645,1.7121622031656316,-0.22358325511506863,-1.259854035207966,inf
DDX5,0.7902440360887019,0.07385529500111535,0.9832745121447634,0.6215112689157097,-1.6628643045418108,-0.2688225611148419,-1.8729653200667828,0.7228569165873171,-0.45059826043688206,-1.048378579663641,inf,-0.42408975873640326,0.8782548493385725,-2.3479920320938525,-0.9108314676448123,-0.4808737662492425,-2.8196130597390607,-1.255432121154407,-0.06957338561380333,-0.31329505347092385
EDN1,0.1540649543677173,-1.7213699520995,2.2833666573956335,0.6615837823240669,-3.134485332187026,-5.114732193593889,-7.321116956100158,-3.7372487253693314,-1.8696990213929787,inf,,-6.21422854521748,-1.382224329098315,inf,-1.6841506625178038,-2.187315891842675,inf,inf,-2.166744630816485,inf
ENO1,-0.3076371132156474,-1.7872345203000997,0.18217348937614236,-0.4301160518127397,-3.141149062468034,-0.09584390966655053,-0.4353076206935312,-0.21792793584316006,-1.531241079794011,-0.2101037193966535,inf,-0.808207319805868,0.047254521108927576,0.27795932289668207,-0.12602434676895968,0.07915975669696806,-1.0964263188310768,-0.5782481364144305,-0.9574340992098193,-0.15333676124595494
F2,inf,inf,inf,0,0,0,inf,0,0,inf,,0,0,0,0,0,inf,0,0,0
FLNB,-0.051249373307501865,-0.8035724526300588,2.27336579427965,1.2369175818474512,-0.04909384095637894,-1.1603737656617883,-2.1059755886022167,2.4559022829265285,0.05087906671349454,0.5888611999245734,inf,-0.659299929427685,0.8352606064912991,-1.1540864079455406,0.30910021789389575,0.0795708394867205,-2.2915899316954738,-0.24244228236639054,0.6575263481152201,-0.7196835837997683
FN1,0.32496570487159676,-2.7645847327149684,1.031616813760921,-0.9161914893031183,-5.320573591812745,0.25484912587256786,-1.6014357325152286,-1.3769579796413327,-1.3518168502508419,-1.367680166053324,inf,-1.087782957576147,0.4512226267277535,-1.7348563234767558,-3.3248537597448276,-1.8172881987644076,-4.503637540860382,-3.1328849448233305,-0.8733168588975284,-5.56032062608609
GJA1,0.9944812724381437,-0.6026176026467083,0.7916492119455095,1.6615837823240662,-0.49507504744349645,-0.28286130205918575,-1.9194616687420611,-1.8229785993952166,-2.877426383417593,inf,,0.979265224689764,-0.9801594418434758,-0.9234734798041212,0.2996573039796178,0.33993111102219525,-7.324011409387844,-2.2373890546400954,-0.8685651387017236,-6.074033156379499
ITGAM,0.3399312271018875,-1.8880198215089534,1.3417925410132578,-0.32836255301200606,-2.834925050328118,0.11182951659541877,-4.1198277837485096,0.053032683329329616,inf,inf,,-0.9214467959896321,0.10331813517545417,inf,-2.0991881617966452,-1.1752430595421008,-3.1540864079455364,-5.352866272060033,-1.4960522560694451,1.265816846505123
LDHA,0.4176303536299292,0.24526734743990936,-0.5262247347121557,-0.5997847443385195,-3.249962549606959,-1.3064624260028668,-0.4929134119185462,0.07199825602947965,-0.8273845685616352,-0.9026369462148798,inf,-0.12059783779143717,-0.27051914141730693,-0.6438561897747277,0.9567838235862223,0.4202785377468875,-0.18641312423088222,0.3696945138180893,-0.30708033048004857,0.019365324866930583
NLRP6,1.9305829920219988,inf,-0.2928548217569841,inf,inf,inf,inf,2.8774611187458774,inf,inf,,2.4004812988977346,1.7139999776122212,inf,-1.7772600669092793,-0.7829256367633366,inf,inf,inf,inf
PLAT,1.0415628393607383,-1.8070998261253846,-1.1825006021895363,-0.7337174988935178,-4.856951356658118,-1.8586289259630115,-1.720557600327983,-1.3493662739309111,-2.273708374624358,0.1711643541952407,inf,-0.8139623693232223,1.3087766570699455,1.0903323197209076,-1.4333056656919212,1.2759680522902317,-2.72524310914166,2.0301733371307167,-1.1826861746855037,inf
PLAU,-2.4624547706817697,-2.2221373254042294,0.8510139714182582,-2.6052027583708295,-2.9418402542446254,-2.27116117504017,-6.139510149610207,0.21449610602345093,0.8349529480350271,inf,,-1.5255181196584906,-0.7815822700011327,inf,-0.36222256763043725,-1.3678881374844891,-1.4577627982766699,-1.8085457558362201,0.952690600172139,-3.5297126401556906
PLG,0,inf,inf,0,0,0,inf,0,0,inf,,0,0,0,0,0,inf,inf,0,0
PRSS1,inf,0,inf,0,0,inf,inf,inf,0,0,inf,0,0,0,0,inf,inf,0,0,0
SERPINA1,1.410861088773589,5.607242821709931,0.09451731371350679,-4.222137648830269,-6.646237985954406,-0.11889289620136619,4.359660466305118,-0.5520468633413,-7.560690957750552,4.841894800482033,,-3.9832229935763177,-0.19356011261834044,inf,-4.2929599051933245,-2.1353951261790756,3.90520140624117,0.3375325036517184,-4.091055699219942,-1.4492227222953231
SERPINA5,0.08530293786811448,2.8933398920157067,inf,inf,inf,inf,inf,0,0,0,,inf,2.84000843442654,inf,inf,-0.7829256367633366,0.3902341082782739,0.7764167448849347,-1.0672089572655692,-0.359787638713379
SERPINB2,0.22132517641699107,inf,3.15102797002781,inf,inf,-4.731387376585346,inf,inf,inf,inf,,inf,-6.043725931224637,inf,-5.0700418161371275,-6.982597981599703,-6.224475735836937,inf,inf,inf
SERPINB8,-0.18439863564852926,-0.16555379703786166,-1.2424403862311306,-4.382810337034384,-4.719447832908181,-0.20206403571028583,-1.6994959848001527,-1.5148563040328824,-2.569304088055259,inf,,-1.4068736231598713,4.1820115975334256,inf,1.7463018891477309,0.21707436323665882,inf,inf,0.9327910427344281,1.4475672833442255
SERPIND1,0.9905436446198994,4.700694814073312,1.6901067332500337,0.2021521636867772,inf,-2.318430907931434,3.0957861049568742,-1.5148563040328866,inf,4.863655319220839,,-1.4068736231598713,inf,0,inf,inf,inf,0,inf,inf
SERPINE1,-0.6726952026372088,-3.338493048813318,-0.39382464477877166,-1.4828061270111055,-3.771915252802314,-3.7937516203462303,-0.7321390235834818,-2.2674398590139666,-1.7229318702356824,0.7187543414610004,,-7.399771507474667,-2.041378261263331,-0.9168097495231194,-2.556395115319432,-0.9003832183115188,-0.5504448007865297,-1.9905435895791115,-1.3958317047269406,-5.8516407350430555
SERPINE2,1.9833824180928932,2.85681401599059,1.5954067057195869,4.009507085744372,-1.1344853321870232,0.29357165572238086,2.276935544061442,-2.6143919775838005,1.2350103796822942,inf,inf,0.7863724525170576,-0.0987740873640227,0.28827169733281016,-0.1098354059961528,2.9000001176899763,inf,-0.31104609636540853,-0.17739187501599324,-1.6398955579061134
SERPINF2,1.5200633181246515,5.215267986903071,-2.60047974555293,-5.552735338476698,inf,-0.7732181538466819,5.316073937968404,1.1404955245796744,inf,6.934044647112243,,-0.5995187011022668,inf,0,inf,inf,inf,0,inf,0
SERPING1,2.454034848107623,2.313975080911215,-0.24816799660386724,-0.23886544298417475,-2.9990219148919066,-0.5288105809533007,-0.3886912683844962,0.05958966986859779,-3.983645137868061,1.6032656346426082,inf,0.5011195288958051,0.11973023984571607,-2.6506631514814507,-0.346090326528387,-0.7065125212441741,-1.6341157531374721,-0.8956313725999362,-0.930528811284141,-4.560214728553037
SIK2,-0.10964490374258834,0.07079856614342539,0.4612650699608001,1.760883122834752,0.048378724962791296,-1.275601761613876,-1.900602641490746,1.228839980802398,-0.532627996020339,2.5520691685549357,inf,-0.32614235104701644,0.4636862581021444,inf,0.14650434726363706,0.05244366146386556,-2.237797114334768,0.010881998521955165,-0.004924679011227449,-1.0549330571849604
SOD1,2.4499064087805023,3.4099154177566118,0.9524423507654828,1.47268110606749,0.9444660092078029,0.22944813116456245,0.729003774285252,-0.3469116667188077,-1.5553108159757556,1.9161227391149793,,0.33675570128734705,0.25830639812182826,-0.4822464565444152,-0.6694567773747605,-0.3616829879577879,-1.0083152682120016,-0.7596361553552767,-0.20409076368595858,0.15727079750596953
SOD2,1.1250471673022147,0.25662577148500676,-1.8706444701426077,-1.1092726447813277,-2.8419699651197003,-1.9853687386891494,-1.5369154927193056,-0.508745769523563,-1.124703422352551,0.05384891816913431,inf,-0.3732823522284438,-2.300363569397133,-2.7041604513996464,-1.782190255529194,-0.6848261953279462,-2.6377199532927276,-1.8682086771345645,-2.8062267495600217,-4.436218773392614
SOD3,0.5483065460174098,0.487347532339869,-1.361670857407735,-0.17335697140543355,-3.2600162142708817,-0.6908959566091215,-1.0201178821868906,3.8699274460604682,-0.2922002563748433,2.0860477405572877,inf,1.1009210170388217,1.08760933489135,-2.2966908033883424,-0.07030704180951668,-0.0630335559560772,inf,-0.4530651012378352,-0.5697092977947528,inf
SRC,-0.0506113194071878,-2.82547835544024,0.4690219480981866,-0.3124210091429896,-4.041375927795543,0.7332338376488385,-3.2413897636294213,-0.3422169178935345,-0.9588290738508467,inf,inf,-0.31223674902179466,1.4354251390229662,-0.016582884195612147,0.0003475117542608793,0.8471247534863461,-1.8321583130581744,1.0565246640776633,-0.016582884195611824,0.29228905786630816
VEGFA,-0.5651575314276341,-1.4733761246184924,1.4041531848774331,0.06888563282330004,0.09274835221892293,-2.735337982027665,0.22122310225255684,1.7406149234341817,-0.44906621071329944,3.62520655166532,inf,-3.190127764964566,-0.3881501641580286,1.0574176972481755,1.1518759563906655,0.6442637877708349,-0.4951233257806025,1.164077805232471,-0.696226638064664,-0.04003064286764471
VEGFB,-0.9955562925043941,0.5788292686908236,1.0661664875599874,2.276152745130549,1.683676344827166,-0.6100310538170433,-1.7275103609697477,-0.29246388269643536,1.9002890482001416,1.626616121919989,,0.7484046023180373,-0.5515915702399489,-2.601545384916764,-0.52572129991332,-0.6206542078644646,-3.4171208137793307,-1.4459756764515168,-0.9837929490779341,-2.430176966604782
VEGFC,1.688080955574361,0.39083955148652183,0.7637772625814158,0.48226008287950306,-0.13448533218701852,-0.8097732357741632,-1.3399535981130133,-0.8774263834175882,inf,inf,,-1.7694437025445773,3.2227375522029407,inf,1.8665961228654409,0.5390024581240214,-1.6097658917217252,-1.2235832551150672,2.910070966234346,0.2251748620077748
RUNX1,-0.41893425382236976,-1.853428877180861,0.3689220482182086,-1.7140162455097594,-5.682921956883067,-0.22463332599111838,-2.813254275481665,1.4507607019414501,-5.607439216942033,-0.7594423103870885,inf,-1.7631847120728996,0.2721719968272097,inf,-1.296634226002857,-0.2129523102616399,-3.451068145702666,-2.562385168566824,-1.4381912764664768,-0.41101296206855614
SLC22A4,inf,0,inf,0,0,-1.3558990369474635,inf,-0.02942947686264254,2.6018858806236302,inf,,-1.9214467959896369,inf,0,inf,inf,0,0,inf,inf
SLC2A1,-0.24468906826488956,-1.5216976072631376,0.14601131006825488,0.1090427592952874,-0.6750537135497249,-2.321937441847399,-1.0575925876055539,0.6532459618026091,-0.02481101097472641,inf,inf,-2.058950319739562,0.894497543209988,2.527737632028207,4.5356228883750696,2.1024317972955355,0.2647032261944151,4.715016200220786,-0.19273983934942787,4.555095747648669
SLC2A4,inf,3.063264893458021,-1.5213973719436904,3.6284169183888664,5.132301208507878,-4.146424875864193,-2.51892373915833,0.2924986180247191,8.013877673858179,6.671010241278445,,5.826746053599832,inf,0,inf,inf,0,inf,inf,inf
SLC4A2,-1.3535876145890111,-2.233192513913225,1.2385943104630133,1.5806637869405051,-0.20848591363079488,-0.5866128155051705,-2.004350566328572,3.9208833990370033,1.8580197845514141,4.086047740557296,inf,0.2749504168138736,1.3670959450783253,-0.668659580775297,-0.2824953751597016,0.8731199620193003,-1.2618425883014164,0.01742484438872738,-0.03478747957319252,-1.2342567566295208
SLC6A14,0.7462286581775597,inf,-1.7564818180124604,inf,inf,3.170872937405479,inf,-1.0007657186105028,inf,inf,,inf,0.09005901160542419,inf,-3.967084625789298,-6.972750195643353,inf,-6.41340781399508,inf,inf
MAPK12,-2.2466184871505757,-2.711522166143156,inf,inf,inf,-1.521598327620071,inf,4.864040602983555,1.986361401762561,inf,inf,-2.1844812018234254,inf,0,inf,inf,0,inf,inf,inf
PCSK9,0.9131866583469199,inf,inf,0,0,1.4450756195233887,1.124932450616392,inf,0,inf,inf,inf,-1.2502187460240972,inf,inf,inf,inf,inf,inf,inf
SLC4A11,inf,0,inf,0,0,-0.5365033428353044,-1.1969956442709704,0.5555330238585127,inf,inf,inf,inf,inf,0,inf,inf,0,inf,inf,0
ESRRA,-1.1806201503897336,-0.5216976072631375,1.5579215298660833,1.2021521636867771,4.280552167091819,-0.7107268547562228,-1.4600300501047578,-0.37492604288840986,1.8835934004049553,3.9161227391149755,,-1.547051281208136,1.3079325701050233,inf,-1.192297566188129,0.3869993646789741,inf,-1.2235832551150698,2.502646651065377,-1.3597876387133803
EEF1A1,0.31201743242916247,0.004043356421922993,0.3104633266186807,0.41172238299838065,-2.5129969554407503,-0.1204868360798844,-1.1592383296492494,0.6694924136362018,-1.6613439839666626,-0.6373287888609532,inf,0.12739959354465988,-0.2623732993695702,-1.8759845540228,-0.771591316822592,-0.6117389867571175,-2.4464474850488425,-0.98344925139135,-1.9357997985474296,-1.348472325485548
BDKRB1,inf,0,0,inf,0,0,0,0,0,0,,0,inf,0,inf,inf,inf,0,inf,0
BDKRB2,1.7874643143862303,1.1563742978495022,-2.849378136953306,2.4116055293157217,-0.8125572372996597,-1.3912446353903722,-2.6564272629082732,inf,inf,inf,inf,1.3546776092846038,0.054378687364313796,inf,2.7711765577867538,2.1681647627557123,inf,-0.22358325511507218,-1.3891370521529316,inf
BATF2,3.0017750035111384,-0.5216976072631375,-0.0786919249431013,-2.797847836313228,-2.1344853321870207,3.7801647167443058,-0.19699564427097038,1.0998535400823268,inf,inf,,-2.5995187011022725,1.3523236210122493,inf,-2.777260066909284,-1.3678881374844971,inf,inf,-3.067208957265571,inf
ZFP36L1,0.4200341795147746,0.1157323133521529,-0.20421043988575974,0.040513773429418545,-3.0133935152696667,-0.9443733103951003,-0.8062874743538682,-0.1902287937361836,-2.269360271174189,0.26941959224294554,inf,-0.7203385800071621,-1.4301298908535893,-2.3941033050462934,-0.8621301853948476,-1.3866003977466719,-3.5092390157677644,-1.6873594093161735,-3.054867607063806,-3.6021484762824256
MAPK13,-0.5224485219205769,-1.5877867977209101,1.590733154421235,-0.672316954229366,-4.593916950824326,-0.19421686923654022,-5.444923157714552,2.3095721313836632,-5.154266588776417,inf,,-2.5767986246021835,1.674932804244033,inf,-0.24674535021049643,-1.6309225433182857,-1.194728392442877,-1.8085457558362201,-2.652171457986724,-1.5297126401556886
S100A14,0.5824992043495941,inf,0.12996794685136523,-2.382810337034388,-5.041375927795548,5.69641057954655,inf,2.2223107697846305,inf,inf,,-7.083334478366534,1.4986424947327743,inf,2.1296305286992383,-2.537813138926804,inf,-3.3935082565573738,inf,inf
FGF2,-0.39870916581190496,-0.29930518592668964,-0.8648651160335188,2.119690003494798,-1.4970554115717314,-1.9623730047191037,-3.255889333324536,-3.2620902336529185,-2.1466130162329797,inf,,0.9544169039982603,-1.596756666893043,inf,-2.6003823048252093,0.6477087175665169,-3.1333278477787374,-2.747145211172082,-1.5907709133225838,inf
CTSB,-0.022425650360338622,-1.0182347825156308,0.2532033601798519,-2.147256667622696,-3.5446055774855347,1.117730426357359,-1.0360961503375246,1.3039311896053958,-0.8461454104720788,-0.003182026867233045,inf,0.1661199147334432,-0.4395241844330139,-3.2347630542451378,-1.604525531880144,-0.7637196827240406,-3.1572536870242174,-2.6358112208070867,-1.9381670122638306,-3.6077151521569637
COL5A1,-1.0553697140679175,-3.5137862162771403,1.5829123392196012,-1.571739999477793,-4.54778778009512,1.3039293520435675,-0.02327706967020815,1.7561621909006495,-0.20045324810302742,0.5098783582941396,inf,-1.789107030135803,0.43310830548720664,inf,-2.2054970639429863,-2.2253764930167432,-3.877538216562183,-2.24742999706944,-1.8081217359484363,-6.8754874769974235
COL5A2,-0.8268251200022433,-4.490940211697636,1.240004021336526,-1.3214097923702381,-5.658047288244034,1.1245336963782648,-0.9207858496894432,0.3047769478031582,-0.5886102161237435,-0.5212825731923225,inf,-1.3655467608709388,-0.46321468387433423,inf,-2.544282894931668,-2.7010144389767223,-5.402323811851248,-5.238533596581035,-2.497196798010385,inf
MAPK3,-0.166511519584595,0.2766685315672102,1.3659879694360735,1.1281515822429995,0.1285490736467745,-0.8014844757426292,-2.290971792479984,1.44450171146977,1.7679813453718694,inf,inf,0.6090679207091506,1.7394684246179217,inf,1.3765452691697562,0.5955859864903937,-1.346731485887928,1.0983448397722986,0.7807879492893827,0.018723984540353195
NLRP12,-4.932999165634539,inf,inf,0,0,-1.1492002509667565,-2.51892373915833,6.060682942801644,-0.17698666527649937,inf,inf,inf,0.1460818893915789,inf,inf,-3.3678881374844973,0.712162203165637,-1.2235832551150672,-2.0672089572655734,1.9621404561739788
NLRP3,-1.6700386484018857,inf,0.8814005149294954,0.009507085744376855,-3.134485332187026,-4.218663860462824,inf,-0.202266073724861,inf,2.7168139308915666,,-4.553715011489151,1.9452851422758304,inf,2.2227399330907183,-0.04596004259713047,0.9751966089994388,-0.22358325511506247,0.2547191376217933,1.6402123612866228
KNG1,0,inf,0,0,0,0,inf,inf,inf,inf,,inf,-4.150569067623294,inf,inf,inf,3.1975890303358816,-0.22358325511506247,inf,inf
SOCS1,inf,0,-3.106359872664845,inf,-2.719447832908183,-0.5374120126649811,inf,-0.2924638826964381,-2.0838772608850187,inf,inf,inf,inf,0,inf,inf,inf,inf,inf,inf
COL4A1,-0.18665852000678734,-1.0805589124515278,-0.17145195095509272,-0.9054885595012002,-2.6594230618359633,-1.1468870601053447,-1.6955155848662236,1.102911666036293,-0.1251378889790972,-3.3562046438813886,inf,-1.6015940239835904,0.13894388805824012,-1.887299867250638,-1.1792075667476831,-0.7642617924983058,-2.965909701947,-1.0141298894861188,0.16100848502786771,-4.552432716655776
COL4A2,-0.7524346192900566,-1.8661113615603127,-0.15422364466936017,-0.42768782915246745,-2.6274435186058755,-0.8620088767707959,-1.6102980921790706,1.8443917269608086,1.029708324769303,-1.4930586400406098,inf,-0.7749028956491564,0.5445552835277133,-1.4637431356163475,-1.204398014898211,-0.35561677026794175,-2.928411402619786,-1.280561195943242,-0.001365035511892409,-3.780312763630655
SERPINB9,-0.5634782644090685,-2.0762864589407757,-1.5959010825965787,-2.250360041010738,-5.834925050328115,-1.3404894602824362,-3.2767228367417096,-1.2100017225044608,-2.8494120072479974,inf,,-2.4645891210161603,0.7562471939900274,-0.7941904628591562,-2.3622225676304374,-0.367888137484493,-1.387373470385276,-1.808545755836222,0.04826826015436769,-2.9447501394345337
C3,1.7095495287945162,2.873019907636111,0.3270285807407384,0.5445836635935929,-2.02438449067277,1.2152976709111565,2.5162588782111026,0.9362367911082327,-1.5747880743521365,3.0592476812135727,inf,1.2885646259160626,1.2448958418614213,inf,-1.0013408383984994,0.6194008107659544,-0.4471713870089632,-2.1885768052871555,0.2577531977114257,-4.2666782343218985
CSF1,1.1164771799657978,-0.7401211263966394,0.8105201930362204,0.5114802217945008,-0.8506923661864317,-1.428386112776785,-3.1604697682458545,1.1246569310828871,-1.1418659832904183,inf,inf,-0.5747153101017015,-0.5219915797154571,-2.7327899181950146,-0.9257825916193707,-0.8470559741830558,-3.1333278477787387,-1.7471452111720813,-0.7705919509073957,-2.1829098766293002
CSF1R,0.13784881883877173,-0.12655966542200014,1.2128715325473587,-0.4888975954240817,-7.200574522644805,0.11784258217847045,-4.850437882874892,3.384129093490291,1.2104025218881227,inf,,0.5572068025851856,1.6699078361015531,inf,0.5446680279780798,0.5454002293221725,-2.516656487330241,-0.9605488492812766,-0.5146679342367887,-4.266678234321901
CSF2,0,0,0,0,0,inf,0,0,0,0,,0,0,0,0,0,0,0,0,0
CSF2RA,-2.5792056174610374,-2.01355070359281,-0.1930585836359328,-2.690932632396715,inf,-0.6780765080849016,-3.1038862398794884,4.727884762695363,inf,inf,,-3.058950319739571,0.5010051159355432,inf,-1.7772600669092815,-2.2683524639335806,-2.832158313058168,-3.030938177172672,-1.874563879323174,-0.7077109421336854
CSF2RB,2.076732574993069,-1.843625702150498,0.3306941277301573,-1.176359459566961,-4.834925050328121,-0.5394455222142703,inf,5.243589017543775,inf,inf,,-1.506409296710785,-0.12590973655087032,inf,-0.9147635906592139,-0.6573947546794757,-4.069197510359019,-3.6830148737523607,-2.7192856538452594,0.824636932424049
GATA3,inf,inf,0.21987606370598067,-0.21288533559207587,-2.134485332187028,-1.4484797479427796,inf,1.2924986180247222,0.8230133347235007,inf,,inf,inf,inf,inf,inf,inf,0,inf,0
IL17A,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
IL18,2.1796605801189095,inf,0.19404414333781775,-4.11977593120059,-4.456413427074386,2.121763901008474,-0.6120331435498131,-0.8399516779989284,-4.009876679441242,inf,,-3.847446214545854,-0.34953826262291304,inf,-0.12190823829673086,-2.230384613734565,inf,-3.5455113500024322,-4.389137052152936,-1.5117907321584299
IL18BP,2.8567048948156706,-0.7696251207067221,-1.5236641485020972,-1.8909572407047073,-3.549522831465868,-1.0153394806487226,-2.004350566328571,-0.19292820914551762,-1.9843415873340986,inf,,-0.7439086104374381,1.7737591150608079,inf,0.392664934533033,1.5628492000783887,-1.0248033910005658,0.09834483977228949,0.8869873531213034,-1.3597876387133803
IL18R1,0.36365467269997803,-3.029492247461834,0.4987772415967351,-4.2572794549505275,-2.4784397334043873,-3.9386916471005278,-3.425814334766846,-1.8308837974805656,inf,inf,,-3.793290444498959,-0.918303137374033,inf,-3.016726001604678,-2.567825707993255,-3.5597252092221345,-4.632974191252775,-2.7217123912398073,-2.3768611520723284
IL1B,-0.931984181629294,0.6709474706792604,inf,inf,0,-2.5419142312238434,inf,-0.2924638826964339,inf,inf,inf,inf,-3.3794146897671,inf,-4.3622225676304405,-4.952850638205653,-3.1947283924428818,inf,inf,-2.94475013943454
IL1RN,-0.059556730735584186,1.2766685315672168,0.36416765160306647,inf,inf,-1.4127903730898856,-2.933961238437179,-0.02942947686264205,inf,inf,,-2.506409296710785,0.9852066179547674,inf,1.8857049458131452,-2.367888137484496,-1.1947283924428858,inf,inf,-1.9447501394345386
IL32,3.7629791244355615,2.1887957755418754,2.030050405031592,-1.4499245328929227,-1.7865620287667172,0.10325722483218941,-0.29215287731130496,1.534573405222864,-2.5554982885302286,3.2924986180247204,,-3.2999584192433615,0.8177439925905202,-1.209227962138002,-2.3178284482719866,-1.724031947709777,0.9751966089994311,-0.9016551602277036,-0.6409442025634708,-3.3597876387133794
IL6,-2.127803385290506,inf,-1.4991357604715378,-1.7978478363132362,inf,-2.7043587145839507,0.5254703802001182,-3.5148563040328904,inf,2.8636553192208356,,inf,-2.57800807020905,inf,1.0403631906021504,-0.1979631360421852,-2.1243390645514855,-4.54551135000243,-1.929705433515634,inf
IL6R,0.5180631894090267,0.3378211691870307,0.7442531883453657,-0.29534749578404373,-1.195885876851164,-0.9944199839074487,-2.480449591343696,-1.9733954419483073,-4.835198148028289,0.012798758526654847,inf,-1.6727676831328997,-0.3058047080219373,0.018182533965071492,-0.6429589751976921,-1.5159867764736328,-3.1599629742822066,-2.581135259733154,-1.9984962071815557,-0.672945523973011
