,"fold-change edad [0,12] - other virus","fold-change edad [13,19] - other virus","fold-change edad [20,99] - other virus",fold-change mujeres - other virus,fold-change hombres - other virus,"fold-change mujeres en edad [0,12] - other virus","fold-change mujeres en edad [20,99] - other virus","fold-change hombres en edad [0,12] - other virus","fold-change hombres en edad [13,19] - other virus","fold-change hombres en edad [20,99] - other virus"
MAOB,0.6591930918316021,-3.9249144436779786,-1.8003470292959358,-3.0229788612888107,-0.6450239285348978,-2.7701208914310156,-2.9325920132865106,2.676058468624909,-4.413235181931617,-1.276494055252693
MDH1,,,,,,,,,,
MTHFD1,-0.6508152303801884,-2.7473641301588105,-0.6993377216083828,-1.0437885068814938,-0.5941397704111171,-0.7888609761072148,-1.4454371213300534,-0.17907025464891133,-2.3227583222887946,-0.4057425939246177
MTHFD1L,0.7015180455499278,-1.2569175642598622,-0.34397861324017504,0.8890178774928345,-0.8948867958463693,2.9821079964480575,-0.33900192041419025,-2.2789988965185675,-1.3931563811292116,-0.32169007914984177
PAH,-6.116333917943418,1.1978610166072097,-2.9643948666393753,-5.30484840287624,-1.8435998860013199,-6.264853198037926,-4.983735149750384,inf,1.077632840703747,-2.039037044251788
PCBD1,-1.0161861607423304,-0.2778235956470258,-0.2759052517930923,-0.8032695118876062,-0.15355740840692306,-0.9851825448493091,-0.7675280804549744,-1.159077034081178,-0.7591425536383142,0.06688055882714111
PCBD2,1.0805685728022707,-1.977093230333134,-0.35384659307592825,-0.9313519945878491,0.3628288770037243,0.040589316170081824,-1.0505923583516092,2.345761753241478,-1.8326783898474208,0.11534903533981952
PTS,-1.676759213894548,0.5401656284510603,-0.9518089096962066,-1.181966284530021,-1.0212945849166888,-1.2802687747571302,-1.3694028740626893,-2.1249352929127756,0.9177927399703587,-0.6936922298644184
QDPR,0.5112008773575861,-1.1904803759688265,0.40273933157007563,0.44661821811770436,0.29634879309007855,0.5226965582121039,0.5101893906010686,1.002214883860999,-1.6242167237271505,0.3678546527977518
SHMT1,0.8089950443435217,-4.342245628305225,-0.5232664229440156,-0.2943008915802417,-0.5242464789555251,0.8125727462037129,-0.424320000088453,1.0436204394160218,-4.215392481838645,-0.5140246864030786
SHMT2,-0.36838455448055263,-2.1935140533976805,-0.2891122458600723,-0.3817436439610898,-0.40121397452659907,0.2454502377634166,-0.5353280843028198,-1.6632642911468214,-1.0786539488951976,-0.13982633595987234
SORD,-0.7416651398826369,-1.738599314383841,-0.3372224785509658,-0.8638007351698536,-0.28667770547749494,-0.4559580111015378,-1.0848092568830652,-1.0037782071000085,-1.5484165450626162,0.12386379687006308
SPR,-2.3186252355897654,-3.5821038392957525,-0.6783316817431057,-1.6905579271360187,-0.6115623617956877,-2.1617356015844567,-1.2109588193035445,-4.693934025091481,-1.9013697036565935,-0.37859138297044714
TAT,0.1972949152559861,-3.5262299398906953,-0.6353212506943895,-1.7549594303518505,-0.16091903759367568,-0.31618878986714977,-1.5065722532010093,1.160345607120054,-2.82631017121185,-0.12353776616107703
TH,0,0,inf,inf,inf,0,inf,0,0,inf
TPH1,-3.344020555868133,-1.2095757703747323,-0.669399109789046,-2.271781270062622,-0.5792516990248289,-4.424311980629437,-0.7650118897094985,-0.45782674328889345,-1.7190523088464122,-0.3379601456555124
TPH2,0.03124633932866659,-1.90578636155204,-0.40411979301991174,-0.05294280146795503,-0.5788886145427199,1.485722259425145,-0.9773041333852586,-1.0116495250183646,-2.405607366776426,0.014816896398137325
TYMS,-0.0326927390610452,-1.121885954362478,0.17914537234809258,0.07864530947600697,0.015993114893143187,0.034138422315465926,0.0654383932568494,-0.49898806061764356,-1.711175128776606,0.23348469940217756
UAP1L1,-0.10369385538657852,-0.5130302513155441,0.4186200490015465,0.2959631089054527,0.053290167627220324,-0.38164337103345713,0.7761384644061825,0.5162550460186112,-0.5263041954990905,0.14279800697798256
ADSS,,,,,,,,,,
ADSSL1,,,,,,,,,,
ALPI,3.1437867989128896,0,-0.7463111386227553,0.1645089930318044,1.660347589121006,1.1208161546693214,-0.1468482801385329,inf,0,-1.3024285605053527
ALPL,0.7379334886119142,-0.5446599589279338,0.424007866402725,0.30024720082673084,0.7368394580531001,0.6441334301474967,0.2101380709376228,0.8398358198981352,-0.7862158811041768,0.6821035572339263
ALPP,4.562886208379521,2.819829956998037,-0.669303673409773,0.5381678008276459,1.3889252269251375,2.9051023140074266,-0.8298893339889419,7.387903350889725,3.419388862781609,-0.5316401182010302
ALPPL2,,,,,,,,,,
AMPD1,0.799304173106381,-0.33095620863689656,-0.9686410581098606,-0.3151685297251361,-0.6624344517021388,0.5458084823676681,-1.0381215969253343,1.0487165688352598,-0.9634391009209143,-0.7579312326924641
ATIC,-0.7226225483806835,0.3610952278799018,-0.7169638495474963,-0.23923105683014495,-1.019608934725204,-0.014133847780168317,-0.9379633538883999,-2.6921566478326224,0.4484074267229207,-0.5211308881558748
ENPP1,-1.3920835131181346,-3.09002647389664,-0.2247077094440732,0.18035419383571805,-1.5605280860680486,0.3962215003404473,-0.39956926438956125,-2.6762181791307627,-3.580924771442765,-0.18139123801637025
ENTPD5,-0.29318659844968337,-0.8309314442741037,-0.7925422646631677,-0.2354688750871919,-1.0026910634713948,0.5542224628827601,-0.7176925278437383,-0.7953032389782878,-0.8078750745412855,-0.8618198972589852
ENTPD6,0.37767925395222207,-1.5861982603722042,-0.46743558775269606,-0.7302943899108592,-0.17736013709070245,0.2373334432758846,-0.9746584869068361,0.9318015811285213,-2.0222360115198046,-0.223209223080456
GCH1,0.535754225911712,-0.6480851418549137,2.2387385444230223,2.90651086299619,0.24310404542407302,3.812891065821728,1.4106409640055124,-2.299980977202209,-1.13688350864161,2.3782912821364963
GCHFR,-0.5268375099141501,-2.798918291128626,-0.9825786109179272,-0.9237881812556892,-0.9263425073208619,-1.4257621964135863,-0.5850406391402854,1.137525340684987,-2.6972041005874656,-1.2234215305073473
GMPR,0.4323857765629919,-1.3818968963179266,-0.36642744980732767,0.26496872416410094,-0.6030899564041543,1.7241783929151218,-0.8192356689354151,-5.880718222422563,-1.8715849148762682,-0.16638987862406993
GMPR2,-0.18923270185919472,-0.9530095214277998,-0.058545091829685134,-0.6543690895406646,0.23919085431634002,-0.9338596953258511,-0.2525283021735566,1.0724949893756308,0.37780400047255824,0.10154735739628629
GMPS,0.6043640022328565,-0.44812065899333303,-0.27988033803169177,0.45076971193937787,-0.3344274268782712,1.3847314080051434,-0.9907120381424708,-1.756919312869608,-0.21558947020830202,0.14334164655424642
GPHN,-1.150236163722845,0.4081362008790788,-0.7443257591991443,-0.7246123149593069,-0.9397900793869219,-0.27359383745060045,-0.9286539250310428,-1.1143647510517685,0.2907983392956624,-0.7200936900697448
GUK1,-0.2445484184427322,-0.11092263573859976,-0.13134583426421437,-0.4460823307322489,0.12962848607742256,-0.9833652239572771,-0.20158603460347366,1.4718796126708582,-0.4026146966094694,-0.027668975766397225
IBSP,inf,inf,-2.367823049274695,-2.9408124988642865,-1.8364410005145086,inf,-2.648796905085843,0,inf,-1.9440584676870878
IMPDH1,-0.19508690842863277,-2.534053098511635,-0.20138370709629203,-0.5666735889904851,-0.09282292626289056,-0.12203791600168071,-0.4904501422837182,0.022117316125993106,-2.4451015068905306,-0.022803132284023704
IMPDH2,-1.0667564900301396,0.772556778554124,-0.8191704013272693,-0.8857538687921761,-0.592540012858028,-0.8518225627479102,-1.0308622442422406,-3.4638669849045054,0.49586377857157543,-0.7122029354120462
ITPA,1.1894060478677462,-1.2220359263940204,-0.8132115447373481,-0.9226479720027498,-0.14345177740672824,0.062095436100619655,-1.1918216236005816,3.196609068626654,-1.7444213912238413,-0.5252653619988944
MOCS1,0.5563774269056024,-1.4050464305820038,-1.1268748316595407,-0.6429229452585103,-1.115534131681483,0.5957546867724853,-0.927713732521165,inf,-1.7247681851725742,-1.1934087093838597
MOCS2,-0.7968838830991387,1.1899944461887417,-0.8538592602526965,-0.22912754713576408,-0.9323826013689863,-0.07599331841837348,-0.9114492523907357,-2.0126452982224,0.9787035206891349,-0.8190462057739698
NME7,-1.0103396275632965,-2.252882117072052,-0.8619092914808016,-0.6210270707560042,-1.3203585831206663,0.12928257650086727,-1.320393534357463,-1.2363885510552584,-2.2760547722415345,-0.6846891969747235
NUDT16,-0.38244871499345423,-2.0147660528551268,-0.7453590270961659,-1.0096673133546619,-0.4322794583915882,-0.574019051127976,-1.220151150873944,-0.22522651475594635,-1.7696957081394216,-0.4048285387430893
SUOX,-0.6439713629062159,-2.271033936649834,-0.518188785409029,-0.8079563899943898,-0.4222683237639597,-0.8203148538321874,-0.9646654431411558,-0.29139710198451985,-2.843155051089407,-0.22534865417300887
THY1,-1.4749938416719528,-2.484859579151808,-1.2150025525739934,-2.384590470333108,-0.7764782211039788,-0.7276743124584677,-2.554573003991881,-1.387843586209353,-2.47754845381391,-0.6709151276184216
TPMT,-0.2018705350532149,-0.15958766845711977,-0.10668393976890188,0.3258023664815768,-0.5913921953847594,0.9016805265932977,-0.27244159958545944,-1.304379070318623,-0.0015381996366956128,0.0542966222293005
TYR,-5.839502682815929,-1.5491111427752158,-0.6042599568571476,-3.2566879716048724,-0.9141093712696842,-5.391467577394314,-2.255843652057416,inf,-1.8823465806273914,0.020972852994407865
