,7_1,7_2,7a72_1,7a72_2,7b72_1,7b72_2,Promedio Control 7,Promedio 7a72,Promedio 7b72,fold-change Control7 7a72,fold-change Control7 7b72
DIS3L,0.002001041638079028,0.0017135396830289015,0.003669400729313167,0.005290538753096458,0.0036427368639259695,0.001217056493362674,0.0018572906605539645,0.004479969741204812,0.0024298966786443217,1.2702893775112993,0.38769535997170473
DIS3,0.006003124914237084,0.005059021922091188,0.009301047839885355,0.007406754253314252,0.008282071549324399,0.005355048572130795,0.005531073418164136,0.008353901046599804,0.006818560060727597,0.5948905624554042,0.3019076117986262
DISC1-IT1,0.00021929223425442722,0.0005303813306302347,9.811231897761037e-05,0.00035270258353976386,0.0,0.0001548980991633405,0.00037483678244233095,0.0002254074512586871,7.744904958167025e-05,-0.7337273232458871,-2.2749430903267616
DISC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DISC2,0.0,1.3599521289529509e-05,0.0,0.0,0.0,0.0,6.799760644764754e-06,0.0,0.0,inf,inf
DISP1,0.0015898686987794943,0.0002447913834050076,0.0015305521759027979,0.00044087822942470484,0.0005154816316756545,0.0008630036954148987,0.000917330041092251,0.0009857152026637513,0.0006892426635452766,0.10372999029877626,-0.41242888052672483
DISP2,2.7411529286635586e-05,0.0013463526084856964,3.9244927596733534e-05,8.817564588494096e-05,0.0006873088423400523,0.0011285432939869826,0.000686882068886166,6.371028674083725e-05,0.0009079260681635175,-3.4304641875890716,0.40251240127173327
DIXDC1,0.001096461171658711,0.0004079856388471157,0.00359091087338008,0.0011462833965042326,0.017113990171250686,0.004580558075646578,0.0007522234052529134,0.0023685971349421565,0.010847274123448632,1.6547997360057691,3.85002753831219
DKC1,0.01715961733528944,0.021133656103050784,0.039500019621404335,0.04787937571603334,0.037527062784463466,0.026089265549972644,0.019146636719170114,0.04368969766871884,0.03180816416721806,1.1902021305100814,0.7323061161167447
DKFZP434I0714,0.002302568459381554,0.004651036283888994,0.0036890231947187845,0.0027334450234539585,0.004192583936527858,0.0028324223840272113,0.003476802371635274,0.0032112341090863713,0.0035125031602775345,-0.11463321782672906,0.014738459619667198
DKFZP434K028,2.7411529286635586e-05,0.0,0.0,0.0,0.0,0.0,1.3705764643317793e-05,0.0,0.0,inf,inf
DKFZP586I1420,0.0005482305857327118,0.001536745906635848,0.001628664494965749,0.0014108103341590554,0.0019244647582346078,0.0015711092915329542,0.0010424882461842798,0.0015197374145624024,0.001747787024883781,0.5437909537031131,0.7454982794529613
DKK1,0.006688413146402975,0.004175053038513615,0.02197715945075715,0.008288510712163662,0.022509364583064406,0.0276825031525304,0.005431733092458295,0.015132835081460405,0.025095933867797404,1.4781978020499258,2.2079691380634534
DKK3,0.00010964611716587111,0.00028558994722522707,0.0019426239155689359,0.005202363106190728,0.0014777140109517278,0.0014162111924586156,0.0001976180321955491,0.003572493510879832,0.0014469626017051718,4.176144890115111,2.872241133676603
DKK4,5.482305857327117e-05,4.079856388471157e-05,3.9244927596733534e-05,0.0,0.0,0.00042043769764642236,4.7810811228991376e-05,1.9622463798366767e-05,0.00021021884882321118,-1.2848306869398132,2.1364832413577166
DLAT,0.016309859927867626,0.01878093891259395,0.024783171773340437,0.03650471739534477,0.031169455995596448,0.01141820273971213,0.017545399420230787,0.0306439445843426,0.02129382936765429,0.8045092264302123,0.2793426286304231
DLC1,0.0012609303473012097,0.0016047435131641104,0.0014520623208231186,0.0013226346882741144,0.002096291968899006,0.0013055696929608702,0.00143283693023266,0.0013873485045486165,0.001700930830929938,-0.04654418634301544,0.24745004715811866
DLD,0.021106877549163103,0.016265027471370687,0.04159962324627923,0.03571113657574518,0.0413416268546083,0.028899559649230647,0.018685952510266897,0.0386553799110122,0.03512059325191948,1.0487151105198464,0.9103631083755004
DLEC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DLEU1,0.003645733394504013,0.0030598922921595195,0.0046897688479092215,0.0027334450234539585,0.0054297398530574895,0.005200150471943932,0.0033528128433317666,0.00371160693568159,0.0053149451625007105,0.14667198215108343,0.6646828536775388
DLEU2L,0.0011512842300773522,0.0,7.848985516502015e-05,0.0,0.0007560397264152883,0.0014162111924586156,0.0005756421150386761,3.9244927582510075e-05,0.0010861254594369519,-3.8745940437264554,0.9159467086315314
DLEU2,8.223458785990678e-05,0.0,1.962246378414331e-05,0.0001763512917443622,0.0,0.0,4.111729392995339e-05,9.798687776425276e-05,0.0,1.252843239950705,inf
DLEU7-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
