,fold-change control1 case1 lung,fold-change control1 case1 heart,fold-change control2 case2 lung,fold-change control2 case2 jejunum,fold-change control2 case2 heart,fold-change control3 case3 lung,fold-change control3 case3 heart,fold-change control4 case4 lung,fold-change control4 case4 heart,fold-change control4 case4 liver,fold-change control4 case4 kidney,fold-change control4 case4 bowel,fold-change control5 case5 lung,fold-change control5 case5 fat,fold-change control5 case5 skin,fold-change control5 case5 bowel,fold-change control5 case5 liver,fold-change control5 case5 kidney,fold-change control5 case5 heart,fold-change control5 case5 marrow
ADAM17,0.43115397155187835,-1.7408661277253084,-0.14294315396579987,-0.6149837791634125,-1.5890511956525017,-1.074614460320427,-2.993692596130737,-2.1118916370546184,-0.6546724296795768,inf,inf,-2.3364842952684772,-0.9697253414181464,-3.186507885637913,-1.3622225676304345,-1.563808347459755,-4.587045815221646,-6.2008631786149895,-1.7225607858781258,-2.3370675622132957
ADAMTSL5,0.45240934985925596,3.4783023927368615,0.36089464249021014,inf,2.7724052634214984,-0.8244967809768311,1.51503431876333,inf,4.475952629260665,inf,,0.9854437996188918,inf,0,inf,inf,0,0,inf,0
AGTR1,-2.0674535161630634,-0.2221373254042271,-3.2610499072314587,-1.3828103370343858,-3.7194478329081746,-3.924032454527746,inf,2.29249861802472,inf,inf,,2.985443799618892,2.1599275843862764,inf,1.030094855148325,0.8020368639578174,-0.6097658917217235,inf,-1.0672089572655714,-0.3597876387133739
AGTR2,0,0,0,0,0,inf,inf,inf,inf,inf,,inf,-5.893275223751025,inf,inf,inf,inf,inf,inf,inf
CAV1,0.42165822930957275,0.4109471249350962,0.30985487486115326,1.1488226612806474,-1.0886816425738963,-0.3476110656218727,-0.46596102023557445,1.9735482229372536,1.5426812797090277,inf,,0.8910089977608409,0.2333591865871056,-1.3247051795579352,-0.08538236227160995,-0.6171167437932601,-5.310205609862818,-2.6020948783688027,0.5177535434555841,-6.060227356854467
CAV2,-0.39806287916526434,-2.7553172840228486,0.0030155038606561675,0.22561113651076461,-0.9154755502452235,-1.1381127720010487,-1.1143223013162808,1.186370267163376,0.6016975515272358,inf,,-0.5893229339963793,-0.5245097876502666,-3.3589750816426776,-1.1068282239987732,-2.091370502287079,-4.759513011226411,-4.0514022797323905,-0.7331402995059972,inf
CD14,1.854426317975591,1.4783023927368613,0.07647876082860494,-1.7274585084218284,inf,0.6252641609660452,-3.9136249510791545,3.410893318826951,-3.4249141787200834,3.42308272783487,,1.281836802399113,0.42923213756506245,-0.14782741747385422,-1.6569658331915649,-1.1910103754004184,-4.133327847778737,-3.7471452111720804,-0.708127863960738,-3.2983870940492355
CD209,0.48167407016401975,1.1563742978495004,-0.7704963795977223,-1.6052027583708346,-3.9418402542446236,-0.8262040721761597,-1.355330400820072,1.29249861802472,3.7450108227222314,inf,,4.6858835177599865,0.4843598223225631,inf,2.5625899359753466,2.5509750997900964,inf,0.09834483977228978,1.0620740596793958,inf
CLEC4E,2.031574966200577,inf,0.9269050397436855,0.2610458527403485,-4.719447832908172,-1.514833633330836,inf,5.266503409491773,inf,inf,,inf,-0.461781603358873,inf,-4.684150662517798,-3.2747787330930143,-1.194728392442881,-2.5455113500024322,-5.974099552874089,0.1256391884568639
EGFR,-0.1685649848773347,-0.026317999666697515,0.49296712129528647,1.0715680538766306,-1.5129969554407496,-0.70096172235268,-2.5268830703029086,-0.5699978582253469,-6.083877260885017,2.349082146391095,inf,0.10092101703882421,-0.8750536697267398,0.1386953412823099,0.9307264602851666,-1.0199648340641878,-3.609765891721724,-1.9281273715888994,-1.0920123482661421,-5.819219257350679
HNRNPC,1.0045340602745103,0.7132444915413046,0.5543423338915657,0.19406981738891393,-2.06371225777364,-0.30488750299648,-2.1854053993777574,-0.6057869588923969,-1.267560879111123,-0.9619849558644984,,-1.349870848883377,-0.4543526413013409,-1.2250529292996826,-1.3609116224780837,-1.2471742716984113,-2.4842350096378656,-1.683014873752371,-1.4665931922329267,-0.8856466190896577
IRAK2,-0.0829535605244694,inf,1.645840688377062,-0.7978478363132262,0.4504771685341359,-2.60372846003309,-4.1360173724156,3.099853540082324,inf,inf,,-4.599518701102268,-0.4509884798075466,inf,-0.05479404243818499,-1.989376514230763,-3.9316939866090865,-1.5455113500024316,-2.067208957265569,-1.3597876387133792
MAPK11,-0.9960239956073004,-0.7696251207067253,-0.23912547740812035,-0.060882242147019344,-0.3975197380208168,-0.25912077253923843,0.4971124107660696,4.01739137989035,0.753888974068682,inf,inf,inf,2.2322948863443184,inf,-0.19229756618812197,-0.5605332154268874,-0.6097658917217218,-1.2235832551150694,0.8396816383429513,inf
MRC1,0.029789502751275256,0.1999157245427601,0.11314476339529198,-1.9562771989177097,-6.5153071161279525,0.38152333832850566,-5.157391023208167,0.5932034418245675,-2.260597823836184,inf,inf,0.330091971006336,-2.1736885608372036,inf,-2.842749148497541,-2.309335955129379,-7.010645328003906,-4.339060472535005,-3.0086567749104614,-6.438738980108195
MYD88,0.099541846080417,-1.4758939176500188,-0.43134167403662615,-1.6209700742291444,-4.336119193356671,-0.04032062229957506,-1.8199499289494776,2.3659607799657434,1.3259802540775278,3.1898835515418402,,-1.3436797966726752,0.1871833700550769,inf,-0.440225079631705,-1.0612267992504458,-3.272730904444158,inf,-1.2276736294588182,0.09272456598412492
SMAD3,0.29146441312234406,-0.23911040400794326,0.7663682213000679,0.7427205450494745,-0.42399194938200707,-0.8013171559103178,-1.6236397486945464,-0.9598885436095675,-0.7760794948325414,0.3311602383938313,inf,-1.2389289858457981,0.8146811137857705,-1.7327899181950077,0.9937987259253359,0.6399313669748037,-2.8113997528913703,0.7447078851575922,0.6476338260024943,-0.9764589991618775
SMAD4,-0.012477112958663996,-0.38519560735827624,0.20682929575838813,0.1626237995001367,-1.5890511956525017,-1.1411356318520993,-2.0037858251666125,1.3770321282363873,-0.5652187507812579,0.813029246150883,inf,0.01823373473655906,-0.4727469170356694,inf,-0.9390111369058921,-0.401055001419695,-2.8468050890225736,-1.8085457558362283,-1.0030786198458561,-1.5968268360142313
TIMP2,0.26599606498216277,1.3470578594586056,0.03491365456493441,0.5647222430714787,-1.6074212151740628,-0.2950439170958878,-1.6097019089127251,1.53563346642081,-1.155307118962803,inf,inf,0.3685089091594525,-0.2559414856656922,-3.4121680208082736,-0.11189199229008681,-0.9269720063800436,-3.9382368324758597,-1.671635811621879,-1.4931677429217611,-3.392802695941342
TIMP3,-0.21929416977047933,-0.02949224746183778,-0.3495014753302554,-1.0202402576496754,0.45047716853413494,-2.8395503700335163,-3.6905145924097065,6.001908489670366,2.160048322001072,inf,inf,-0.3495404480939185,1.0346340100977798,inf,-1.1922975661881188,-2.782925636763339,-3.609765891721722,0.42027293465965854,-0.18456590790372307,inf
TIMP4,-1.4409240635927927,inf,inf,inf,inf,-2.513756015080677,0.8305361444912632,-0.7075013819752802,4.00553837294545,inf,,2.100921017038825,-1.2701670812759938,3.3757345385831607,0.9231796512318177,-1.0459600425971258,inf,inf,1.5177535434555876,0.22517486200777972
TLR1,0.6236805428134822,inf,-0.10938303356340726,-3.38281033703438,inf,-1.3984025596746261,-6.38281113724218,-0.7949642232256209,inf,inf,,-0.8796266202950039,1.089477261532745,inf,-0.3987484436555465,-0.6023533911215179,-1.346731485887934,-2.5455113500024336,-2.804174551431777,-0.09675323287958458
TLR10,inf,0,inf,0,0,-0.08753118681062912,inf,inf,inf,inf,,inf,1.690679719469748,inf,inf,inf,inf,-0.22358325511507107,-2.067208957265569,1.2251748620077778
TLR2,0.35048658641782027,-1.0864822260466636,-1.0195246994865708,-3.7718526277802797,-6.915845045711678,-2.8038758203635146,-8.902818196122569,-1.3609436205792063,-2.155524277846466,inf,,-3.515995345539985,-1.6859733107633572,inf,-2.5142256610754803,-2.6194269044804597,-2.794190462859152,inf,-3.541140145597982,-1.4800818724310927
TLR3,2.0384169839017194,-0.9140150300418984,0.4221954949979427,-0.6458447428681771,-4.304410333629332,1.5952742736972112,-2.0699281819578266,-1.2100017225044646,inf,inf,,-1.3650534474652447,-0.3902006022718953,inf,-3.040294472743069,-1.952850638205652,inf,-2.2235832551150696,-4.6521714579867295,inf
TLR4,2.8633100950022508,1.478302392736858,-0.8744574772015755,-2.132832084026031,-4.469469579899825,-1.66137835581119,-1.9064294496749472,-0.25346975108056924,inf,inf,,-0.5798898943533318,-1.016371573619563,-2.7941904628591527,-1.095436026935534,-2.119960624040914,-4.60976589172173,-2.808545755836223,-1.9797461160152292,-2.4853185207972395
TLR5,5.027651890038157,5.063264893458014,0.907978333955881,0.05014907024172282,inf,-1.298319908868269,-2.7703679000989196,-0.9298938033117273,inf,inf,,-1.0849455282725073,1.386708396226619,inf,inf,-2.3678881374844942,-1.609765891721722,-1.2235832551150694,-0.2598540352079617,1.810137362728934
TLR6,1.3883101600313785,inf,0.46994816274577167,-1.3828103370343858,inf,-0.7594638204147128,-4.279381547586778,-0.9091352431449325,-1.115586120612357,inf,,-1.5381181564381228,-1.15263491571804,inf,-2.1922975661881225,-2.3678881374844982,-4.194728392442881,inf,-1.951731739845635,-0.037859543826021795
TLR7,3.605726617449197,inf,-0.03769728949291634,-1.7978478363132262,inf,-1.3664531917295681,-2.976818777566342,0.29249861802472144,inf,inf,,0.9854437996188918,0.0979199347838647,inf,inf,inf,inf,inf,inf,inf
TLR8,4.1452939809944995,2.478302392736861,-0.6760874065103,-3.736447291649086,inf,-1.8346609882728424,inf,1.9705705231373574,inf,inf,,-1.9214467959896293,1.9450594751913695,1.2058095371408484,-0.777260066909281,-0.36788813748449817,-1.194728392442881,inf,-1.6521714579867337,0.8626047826230671
TLR8-AS1,inf,0,inf,0,0,inf,0,0,0,0,,0,inf,0,0,0,0,0,0,0
TLR9,inf,0,0,0,0,0,inf,0,0,0,,0,inf,0,0,0,0,inf,0,0
TMPRSS2,0.1937243032919464,-1.1364074513783482,0.5018834518922232,-3.7047384319217422,inf,0.76192101228359,inf,2.9692999858109546,inf,1.5212631217737755,,-4.749265820606948,-0.16472419047159506,inf,inf,-2.689816232371857,-3.9316939866090865,-0.37558634856012313,inf,inf
TMPRSS7,0,0,0,0,0,0,0,inf,inf,inf,,inf,0,0,0,0,0,0,0,0
MAPK1,-0.10569696726669016,-0.614143856027734,0.22714603547103615,0.006756474728345461,-0.7783415219617427,-0.843049106276015,-1.8864547499136821,-1.7589296207822864,-1.505726224308182,0.6653856920845773,inf,-0.5939159948728917,-0.26737125371783566,0.04075029087035261,-0.9867134325382265,-0.947984883033834,-3.359787638713376,-1.433036620744017,-0.8503975681924212,-0.7112600092147561
S100A6,0.09415004547000824,-0.9964771902338709,0.32636965241338434,-0.4047029428832279,-3.187596668646586,0.19308625297250617,-2.53692734532469,1.1522407322527632,-2.0316610953333396,inf,inf,-1.0158671455334638,0.7518479427989959,-0.9243891859858567,-0.6816354632992592,-1.3281618591688853,-2.983890197734518,-2.1732097325999513,-1.9888210585808568,-1.9594716451413035
APP,0.5998499090784225,0.6030034243285339,0.8933851701145895,1.0976636971648004,-0.7600898174055251,-0.33644448148010103,-1.1691157568121835,2.0372640885263005,0.572639686435399,0.6583857024133942,inf,-0.12832746270306966,-0.0007102659463794764,-2.7859699560541826,-0.9821264356607118,-0.8342061417070332,-2.8910520021117394,-0.06254017455850147,-0.9599993558292348,-2.0921805030897582
JAK1,0.4773267313392731,-0.7717929573894361,0.6232600180317903,0.29966866960103977,-1.05595192964033,-0.5965388968113059,-2.0860763362783743,0.5518852468433677,-0.9272437557950968,0.6266161219199994,inf,-0.7735481008773147,-0.5450568661183913,-1.83127978159437,-1.3658888848282051,-0.9319482341816965,-2.6468552104569474,-1.4880830699533611,-1.3361139512238658,-1.309414116198257
MAPK1IP1L,0.42657723639971057,0.06801842342865055,-0.13896852609167412,-0.08656888581066866,-1.8069106741585164,-0.8011952991410541,-1.8264339625196782,-1.2476096469121756,-1.2989615176415843,0.5161921322263523,,-0.8595190468464287,-0.49313895083971987,-0.8910520021117423,-0.7041966047195543,-0.70393734061651,-4.069197510359019,-1.3610867788650036,-0.6545153984550256,-1.1347210830786065
NFKBIA,-0.615469363236423,-1.0893821165524553,0.11992618259026949,-0.25975194063004414,-2.2368470498166992,-1.7714619898947637,-3.2453701883676995,-0.10754616677864702,-1.7874842581047916,-0.7843169790261046,inf,-1.8069184079632437,-1.5542545044161546,-4.801684999406072,-1.6832165769941354,-1.8996492430650183,-2.2249430054898878,-2.389775537681048,-2.7770229451718067,-3.1448897539238536
PIK3AP1,2.426343110754297,2.2856573147944643,-0.7418377046942513,-5.382810337034385,inf,-0.49681231595130076,-4.314400136765191,0.7231329723545812,-0.7785511333347808,4.954803207279048,,-1.2161900615507597,-1.1882718789657307,inf,-2.754539990409189,-2.438277465375892,-0.26511772033427844,-2.5004234604738937,-2.796561367321903,-0.2926734428548433
RIOK2,0.6918748832768605,0.12075038811876998,-0.056897365965527254,-1.672316954229367,-1.5939169508243194,-0.6068883104913846,-1.9768187775663477,-2.4079411001163735,1.2233742573699018,inf,,0.6069321763651576,-0.08685862068099746,inf,0.0972090510068628,0.2170743632366599,-3.194728392442881,-0.8085457558362266,0.39222266137172535,1.0552498605654654
RPL11,0.1923829373557332,-0.1510542273427548,-0.030203657526019827,-0.16444498053432008,-1.664218312187782,0.21296523782558383,-1.6743605468772078,0.9961727501262356,-0.6933160450561292,0.11258952800979226,,-0.3124493634265529,-1.0716737485354124,-1.8478284264612281,-0.6297394436141245,-1.10397644670978,-2.620335133431911,-1.8621837194383044,-2.0411197283969122,-1.0399672067880084
RPL26,0.2755852125672834,0.18722026480225792,-0.3276889029908622,-0.6331030739765893,-1.8695131221117358,0.13270918453140618,-2.066243135149972,-1.4176431880657783,-2.2884658994698768,0.12797842102321766,inf,-1.034026064579336,-0.6246822700422681,-1.5366942405667896,-0.6810447516499721,-1.108081754504933,-2.7550288389297677,-1.4966017495214852,-1.8759464333732936,-0.8958405389535938
SOCS2,0.10541238223764121,0.696942679212202,0.3392859680757026,0.6969168554363456,-3.59391695082432,-0.8204997660306099,-2.687312160371364,-1.243554282215492,-0.5015354603229947,inf,,-2.8725371955086825,-0.5220761113130497,inf,-0.8552625789105517,-1.445890649485769,-4.8576934051653105,-1.4715107685586515,-1.3151364707091566,-3.0227526514358085
SOCS2-AS1,-0.8121449364792902,0.30837739129454694,0.5118675404648396,2.0095070857443798,inf,-0.09197435336811337,-1.2398531834001465,-0.7075013819752802,inf,inf,,-1.599518701102268,-2.509067234325,inf,-1.1922975661881159,-0.19796313604218096,inf,-1.2235832551150694,-2.06720895726557,inf
SOCS4,0.21760562003840447,-0.25350149631357327,-0.004352796929649208,0.897297582158358,-2.0673711363284797,-1.0889435285875304,-2.176427803258502,-2.854342770304554,-4.1311829756633776,inf,,-2.0301530554321285,0.8377493674495324,inf,-0.48180418338310005,0.711839054986242,inf,-1.3610867788650052,-0.003078619845854484,-0.4972911624633094
SOCS5,-0.14730010532584695,-1.0071244344333792,0.5623521060436063,0.7215263227803582,-2.2340210057379326,-1.1097255180157646,-1.784173699623954,-4.540391396140016,-1.2025217573836302,inf,inf,-0.43240871526699987,0.18075539981953556,inf,0.08781035300461051,0.25102169515999595,-3.4171208137793325,-2.4459756764515213,1.0912204053389076,-0.84521446588362
SOCS6,-0.054332669474604856,1.109068583071139,-0.44944753006467897,0.009507085744373672,-1.2275947365785056,-0.06337902484676407,-1.0699281819578264,-2.1669330006125738,-0.6984792520460408,inf,inf,-1.473987819018403,-0.08558918190640498,inf,-0.98876417210299,-0.5053916612344298,-4.069197510359022,-2.6830148737523647,-1.2787130624592828,-3.819219257350672
SOCS7,-0.5688818415758516,inf,0.9775456504682988,1.1407516190226317,0.2805521670918236,-0.7129008161276157,-0.4664455932658727,2.986395490299038,0.8948907442743066,1.583547400028114,inf,-1.4390540289090246,0.6472036095667338,inf,-1.3298010899380552,-0.9693387609942214,-4.069197510359022,-0.2235832551150703,-1.0672089572655712,-1.4972911624633147
STAT3,0.47328795987390904,-0.19815846246979898,0.2867630070769494,0.10042227672294239,-0.6272979862779707,-1.2841359238427326,-1.7729355968287837,1.5466235422688148,-0.5269330647012643,0.10495620310736202,inf,-0.07810989802302262,0.48088917015159643,-1.5221109174223473,-0.04029447274306851,0.495402056338639,-2.0897588328413357,-0.8782547276476281,0.5372801669269152,-0.8397805798329939
STAT4,4.049836569746498,2.478302392736861,2.503251885642302,0.7871146644079297,-3.134485332187019,-0.1922571872555177,-5.355330400820075,0.044571104581134835,inf,inf,,-2.2624837138246936,inf,0,inf,inf,0,0,inf,inf
STAT5A,1.5085516788913051,-0.8436257021505019,0.5943832354234017,0.8542288602664673,-2.3568777535234693,-0.46013856335112785,-1.8140892775282382,3.691047994514997,1.2084113435624744,inf,,-0.20096932461198927,0.7862826196838792,inf,0.7252402736199074,0.17643237873931597,-2.194728392442885,-0.22358325511506974,-0.06720895726557538,1.3031773740090502
STAT5B,0.731901939734755,-0.38519560735827624,1.3136708435017936,1.6484083935763383,-0.17101120821213428,-1.002339105923861,-2.1936301666394926,0.8587419213992876,-0.8831009141660742,inf,,-0.07699677515701715,0.6215352656553562,0.6439306495327259,0.4583681815838649,0.43280305429209764,-1.9789997013874436,-2.007854564059636,-0.6638532630343645,0.7521052413575179
TRAF2,0.5854615114894486,-0.5805912963167094,0.8814005149294921,-2.797847836313226,-0.8125572372996579,0.18666169247172315,-1.0699281819578264,-0.2310633380322947,0.4002520194539821,inf,,-1.3157257351016778,inf,0,inf,inf,inf,inf,inf,inf
ZNFX1,0.8795907083838669,-0.4885307433279392,0.7683814575219843,0.5070067452151953,-1.2677518630504852,-0.3177885511923532,-1.3012537280642833,2.0924915830921402,-1.695507375576827,inf,inf,-1.2948273111402073,1.1773064921199938,-0.3521859159800413,-0.04574890283517939,0.19421025488492316,-3.530331424227318,-1.196616207514802,0.24378957746353214,0.25214190960804517
NOTCH2,-0.019131510629713033,-1.1734916164625107,1.0690812166112271,0.5057017292592819,-2.0459486575853636,-1.018853490517118,-2.796824940287848,0.47307086366654283,-1.6807530831496702,inf,,-0.6298923501457808,-0.003982551852678866,-1.1700573648573265,-0.4161613747412374,-0.8186598484965529,-3.0560221216112886,-1.9917675798919952,-0.9527502326806564,-1.4000515089271077
NT5DC1,-0.6800672919626496,1.433908273378408,0.5248781148288139,-0.2128853355920703,-0.6750537135497215,0.13636074166883,-0.8663947878726943,0.7075361173035639,0.7714830340834209,4.086047740557299,,-0.014556200381111923,-0.5282242779820013,inf,-1.390236943800024,-1.8204003421819972,-3.310205609862811,-0.9240229732561525,-2.067208957265565,-2.060227356854468
SLC4A1AP,-0.19693835877593113,-2.1461884721709366,0.23668235845694757,0.07662128160291877,-0.8614668377806018,0.26340310321332794,-1.9544509645378978,1.7959312332492774,-1.2816571277398514,1.1632156010797587,,-1.0629192219425145,0.07431311795433024,inf,-1.4553319720219093,-0.25637982226750355,-2.0951927188919637,-2.0309381771726676,-0.6847393204431541,-0.30916156564341146
KPNA2,0.613022578369031,-1.045259563320151,0.634913562984826,0.3897791668625516,-1.3044103336293302,1.33238654510646,0.002221603798008359,-2.0294294768626426,-2.820842855051224,inf,,0.24847820545268567,-0.25356323970366995,-1.9096676802790884,-1.722812282886896,-2.1141315452387133,-2.310205609862817,-4.924022973256165,-0.8134523650197869,0.22517486200777503
KPNA3,0.9044414110206734,-0.08241256173762072,0.03872047220489852,0.408603041154199,-0.8051777069340621,-0.20819023711985782,-0.8925822403983171,-2.346101846298509,-1.8155871295997306,inf,,-0.23811916542549608,0.48443624771289306,-2.0672089572655694,-0.6579611385369333,-0.5254294144709801,-4.467746886849298,-4.081564250242643,-0.8166654956149754,-2.0478436323986426
KPNA4,0.06964732608176308,-0.7199672343994145,0.6340358070858296,0.6457588151623871,0.11647624134619412,-1.2818016831712533,-1.413470089951252,0.523573282460967,-0.563434042801513,0.9363006210526165,inf,-0.08630080788452071,-0.7702860825593161,-2.9234734798041226,-1.6211408649919958,-1.2942310957591885,-3.864579790750551,-3.478397154143897,-1.3468262472949686,-1.9447501394345355
KPNA5,0.9235226426592974,0.3739657329221266,0.20634546841688306,-1.4499245328929196,-2.271988855936957,-0.12335955197668817,-2.365384065483997,-0.5819704998914225,-2.6364182839137955,inf,,-0.5995187011022666,0.5666089406997458,0.9834171158043976,0.0003475117542759318,0.6321118625155007,inf,-1.0309381771726729,-0.5526357844358126,-2.1671425607709844
KPNA6,0.5665993808342404,-0.34766820748809124,-0.024562983916511176,0.4722413270545176,-0.7300950771076836,-0.8737682505853731,-0.8889460215410115,-1.8343576615257087,0.3279929593151477,inf,inf,-0.7694437025445787,-0.28505749384152235,0.1585038223624929,-0.8366386139882072,-0.7674955961937315,-4.978999701387447,-1.7854621427231856,-0.7452808623782089,-0.699274104985045
TRIM3,-1.7536389584922716,-2.060856418371174,1.1614124521756093,1.6171896629656164,0.08790708914942491,-2.251701879271586,-2.801732071008251,-0.9091352431449302,-3.700548621333509,inf,,-1.66364903852198,0.23409229398987985,-0.6686595807752923,-0.48180418338310005,-0.36788813748449156,-4.069197510359022,-3.6830148737523687,-1.2787130624592828,-2.8192192573506785
SLC2A10,-0.3515722651237909,-0.8436257021505019,0.21099448102616294,-0.25036004101073756,-3.2499625496069617,0.27007412114098417,-3.3178556954014127,-0.2518218981990869,-3.3062696822214654,inf,,-1.1438392173260792,-1.6947675105162512,inf,-2.536251967405484,-2.019964834064191,-5.069197510359023,-3.683014873752367,-3.9416780751817155,-3.8192192573506802
HLA-C,0.6792723148286463,-0.9075193187491282,-0.2522910070249967,-1.8856333198641129,-3.6612769628430804,0.2589966886711065,-1.8937305834999858,1.8200948994389015,-1.2779939136492708,-0.21163280808339222,inf,-2.2418474211303985,1.2877166750876514,-0.6064441843295955,-1.0305464961915105,-1.234837379741188,-1.7919692229424726,-1.5952643851995332,-1.22465618940075,-0.4146116634579009
CXCL12,0.9192798339433387,1.093638542501536,0.3095017267304963,0.5102744590491064,-0.2979840644699007,0.587963761437864,0.5226475028732042,-0.5440026496923973,0.5965655486903686,inf,,1.2484782054526842,0.26920544648822536,-2.668659580775294,-0.5087712309833792,-0.6674484193434054,-3.069197510359022,-0.7761242781438498,0.4099973630997014,-0.9612382622231088
IGF2,1.9322472277824736,6.774434486746888,-1.1522037168917436,3.2139293314631296,2.6001132474352717,-0.23460895879592564,3.8738889826490532,2.1057301064189913,4.2110889030586325,5.001158842970783,inf,2.6848262109769343,3.0211623899586297,3.24328424255951,2.1497381021478197,3.0153614047758968,4.105202600171954,6.111571998944278,4.772989221479049,-0.02275265143580724
IGF2R,0.6380990553991178,-0.5163838073666761,0.5064821766937856,-0.3793464817308091,-1.1275659182472337,-0.6942902714850993,-1.2025494843280145,1.4310509931773703,-0.7126265582695315,0.7052259566163639,inf,-1.132343578488247,-0.25245508364363,-2.753548478361806,-1.5099383026723878,-1.1352273806942148,-3.8321583130581742,-1.8934346534227389,-1.3667692391244768,-1.2129462503841073
TMPRSS4,1.3869851270356064,inf,2.0059112621679946,-1.7978478363132262,inf,-1.0636177089136174,inf,0.07010619668826847,inf,inf,inf,inf,1.694290044939934,inf,3.5625899359753515,-0.04596004259713179,inf,2.6833073404934495,inf,inf
CRP,inf,inf,inf,0,0,-2.409459281697987,0.9300718180421738,0,0,inf,,0,inf,0,0,0,inf,0,inf,0
HIF1A,-0.3367779102902897,-2.592086935154537,-0.0561542193032464,-1.7707541754309493,-5.685659519451892,-1.5252836408077928,-4.115687843340508,-2.6359481209502484,-4.474667213917187,inf,,-2.302252660449176,-1.5059265894396299,-2.09187101149984,-2.115582600047312,-1.9166304502929012,-4.047624098410669,-1.4181703107916517,-2.3124220860121163,-3.4350757660176163
LGALS3,-0.28797308196343624,0.6572725337821779,0.8104236774547163,-0.19016525909198767,-0.7194478329081777,0.5918592372156347,-0.295160555079237,-1.186970753849123,-3.3568957552914305,inf,inf,-0.19446529039604493,-0.8586804875990651,-0.18323275360505292,0.10671613675123498,-1.8183309728945367,-4.069197510359022,-6.004942968639727,-1.837341415366977,-4.819219257350677
TNFRSF1A,0.7630063051434167,0.7035153331356865,0.27814468821809457,-0.5213302011158085,-1.1549494347467364,-0.8803284055222298,-1.8519275297385354,1.3297796341041792,-0.18535938350045084,1.093581413242707,inf,-0.1657202737147619,0.37161787080867065,inf,-0.42933676348897193,-0.4697677515037112,-2.6097658917217266,-1.039158683977643,0.00474088461344127,-1.175363067575954
TNFRSF1B,0.7969534168592627,1.3083773912945467,0.5069745759105814,-0.6334610184123438,-2.237578825151123,-1.5575369242484218,-2.8639247211604113,2.579596728748986,0.5750858212799196,2.4877884172226863,,-1.4135067154923129,0.8163741865570978,inf,-0.6211408649919968,-1.1048537316507019,-0.18446005698904955,-0.5979787698965677,-0.7871010380728327,-0.4890706556583473
GAPDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGER,1.951241754626147,-4.686604533938825,-0.19310046304093634,-5.064634377008131,-7.40127187288192,-1.5070070705486196,-6.0429079680241164,6.09761158929565,inf,inf,,-2.5381181564381228,2.8294987737952324,inf,-3.099188161796636,-2.1048537316507034,inf,inf,-2.8041745514317786,0.31828426639926033
RELA,0.47084559824505173,-1.5291921438100675,0.7922234348796362,1.0660906141107438,-1.6084165205194345,-1.367457496969962,-1.785821552505432,0.3906790119636243,0.16174063309352768,0.5212631217737755,inf,-0.5995187011022658,0.9124594122231566,-0.8530841519127268,0.687408200094164,0.45586122282377556,-1.6686595807752962,-0.11255194272632982,0.159299572543105,0.12563918845686067
HMGB1,0.7216982422339829,0.41013089009528025,0.9621897225797423,0.7458920016814172,-1.9623043568043403,0.08923610724738006,-1.572428522487011,1.1266897250546406,-1.094765577027751,0.21979912944612795,,0.38389841470212976,-0.3369000288065976,-3.067208957265571,-0.4905828192049649,-0.5640910348400793,-2.1823446679870453,-1.8336367367990545,-1.1372873930017107,0.6024103285742357
ESR1,1.8021928772311515,inf,0.4539455327553864,-0.3828103370343882,-0.3975197380208168,-1.9172284311035337,-4.024124492344702,3.6281016498091594,0.5314965527322356,3.2786928184996964,,-2.4068736231598695,2.2808538368535314,inf,0.8077024338118813,0.7195747037658464,-1.609765891721722,1.3613792456060894,-0.0672089572655685,0.6402123612866212
ESR2,-0.47768662120457833,0.8933398920157078,inf,inf,inf,-1.4094592816979885,inf,5.44900310370471,2.1600483220010736,inf,,-1.1844812018234245,-0.909228757351446,inf,0.5446680279780888,-1.3678881374844962,-0.6097658917217235,0.7764167448849328,0.2547191376217933,-0.3597876387133739
RAN,0.5478812772572608,-0.15912752787843246,0.2743415994961054,-0.35727524492724727,-1.69391274080104,-0.06970980050434669,-2.127643679814113,1.3942285049885472,-0.5685241826172784,0.8962231816772839,,-0.6328387743022926,0.27224344892579744,-3.0421179763027366,-0.764660030129644,-0.2641402126466664,-2.983224287249169,-1.1022769588929349,-0.45715547558158487,-0.7008245565484473
NLRX1,-1.5919004685990323,0.01887077409956276,2.036858542459884,1.2021521636867705,2.324946286450279,0.48803122411730154,1.3451093173210211,1.3856080224162035,3.5735822306895297,inf,,-3.5064092967107845,inf,0,inf,inf,inf,inf,inf,inf
P2RY6,3.420068068914973,3.4783023927368615,inf,0,0,1.2114300659345532,1.345109317321012,1.2924986180247215,inf,inf,,1.4004812988977338,inf,0,0,inf,0,0,inf,inf
PTPN11,-0.5453716504447532,-0.7034480441022432,-0.13795923963075243,0.8888984023652481,-1.1093943512241846,-1.1816685241585672,-1.7157729248260052,0.7514237613045638,1.211570478976174,0.6542019535919017,inf,0.78881447434752,-0.2525633114266569,-1.0036438284880984,-0.39176684324445316,-0.06164166482939875,-3.2342567566295166,-1.7700716080215886,-0.8729401368435109,-1.223466167500599
