,fold-change control1 case1 lung,fold-change control1 case1 heart,fold-change control2 case2 lung,fold-change control2 case2 jejunum,fold-change control2 case2 heart,fold-change control3 case3 lung,fold-change control3 case3 heart,fold-change control4 case4 lung,fold-change control4 case4 heart,fold-change control4 case4 liver,fold-change control4 case4 kidney,fold-change control4 case4 bowel,fold-change control5 case5 lung,fold-change control5 case5 fat,fold-change control5 case5 skin,fold-change control5 case5 bowel,fold-change control5 case5 liver,fold-change control5 case5 kidney,fold-change control5 case5 heart,fold-change control5 case5 marrow
GLUD2,1.4200680689149712,inf,inf,0,0,-0.1562179683579368,0.08207491148722487,inf,inf,inf,,inf,-0.14674858331991633,inf,inf,-0.045960042597127486,-0.6097658917217235,inf,inf,-0.3597876387133739
GOT1,0.11571392428940588,2.349019375791894,0.3844190476553879,0.93911775785298,3.1385331622193986,0.6546421228341267,3.165288279736207,0.24187254495474766,3.4441743841760513,4.397991746872037,inf,-1.6501447741722373,0.5587149498482137,inf,-0.8597222271012502,-1.3678881374844964,-0.0792511750229459,inf,1.9227373780705042,-0.7223577180980892
GPT,0.7510384649959935,3.4783023927368615,inf,0,inf,0.3241752210763237,2.345109317321016,6.421781634969685,2.5599789288897026,8.407975835444654,,inf,inf,0,0,0,inf,0,inf,0
GPT2,0.9158002100088992,2.810877731823731,-1.5454109423479958,-1.2128853355920688,0.35094149498322147,1.1287525076886862,0.34510931732101346,0.17702140060478117,1.3824407433375199,6.97057052313736,inf,0.8699665821989514,0.38369860541073597,inf,2.0528149316484092,0.10604305084792122,-1.1947283924428784,-0.39350825655737887,-0.9152058638205227,-0.9447501394345359
GSTZ1,0.318539698995672,1.1563742978495004,1.4209487614468388,0.20215216368677383,-0.13448533218702027,2.287136186106878,-0.6548906826789818,5.684816040803481,0.5010852398361383,inf,inf,0.6635157047315292,inf,0,inf,inf,inf,inf,inf,inf
HGD,inf,inf,0,0,0,-0.5410524260043457,inf,inf,inf,7.671010241278457,,inf,inf,0,0,inf,inf,inf,0,inf
HNF1A,0,inf,0,inf,0,-2.409459281697996,inf,0,0,inf,,inf,inf,0,0,0,inf,inf,0,0
HPD,-0.8915225296583799,7.156374297849496,inf,0,0,-1.4094592816979903,-0.6548906826789865,-0.2924638826964367,inf,7.671010241278453,,-1.1844812018234245,inf,0,0,inf,inf,inf,inf,0
MAOA,-0.35773827282950876,-1.4329533954330598,0.06467480888824226,0.06970186766312708,-2.541110591649662,-0.18629500302135665,-2.1675389785842474,1.3482411699517158,-1.1600593372619221,inf,inf,-0.05295157911811677,0.12794315310752916,-1.4444444238320298,-1.4994069463639377,-0.7576145482341522,-6.429944854136912,-2.28887471536679,-2.639460406237174,-7.179966601128562
MAOB,-0.17092399732983718,0.25123348419093827,0.2410548724842083,3.9300726182499743,2.008472621655023,-1.2100943324050661,-1.082311906413663,-2.029429476862642,-0.7619491659976577,2.7641196456699384,,2.0013853434879105,-0.010703892864702028,inf,-0.26268689407951884,1.1285376886350038,-0.09519271889196487,-0.44597567645151603,0.03232671628534436,inf
MDH1,0.3132231364321993,0.9705077525381622,0.8601220583762492,1.135037967828234,1.5859921391906153,0.5987393793692383,1.415498645212411,-0.45292855488967965,3.2199540735590686,inf,,1.0270229033702938,0.23284703962884454,inf,-1.4669199462971314,-0.5523127086219287,-1.3467314858879322,-2.2824769441686406,1.3816919938795535,-1.0036438284881053
MTHFD1,-0.7716551559215046,0.5010224692369467,0.010982406176386069,-0.4929932547848025,-1.9000200785499983,0.024422945841235753,-0.8816615445260043,-1.0498935794223598,-0.19095700575071087,inf,,0.005621681556518146,0.2338304920456867,inf,-0.3902369438000292,-0.7645471074484866,-4.310205609862818,-2.1166680511985563,-0.5778241165266456,0.8224156925073673
MTHFD1L,-0.3487911442177456,-1.6232356337252043,1.2809566550535758,-0.2128853355920703,-2.1344853321870203,-1.5240061339503266,-6.763415139457158,1.7610516266305687,-4.603251419978593,1.2447454865763607,inf,-1.633466033025602,-0.08718049382725637,inf,-1.3849426441305153,-0.4852450881226506,-1.8024109696641162,-3.2235832551150656,-0.0899290337656556,-0.0378595438260167
PAH,inf,inf,inf,0,0,0,0,0,0,inf,inf,0,inf,0,0,inf,inf,0,0,0
PCBD1,1.9716758544894217,1.433908273378408,2.973928530862377,4.060133158814345,2.706816921793919,0.9248461675139515,0.667037412208379,-1.5375763805329685,-0.4136869232968306,2.6710102412784544,,-1.207201278323508,0.07158536315298557,inf,-1.3987484436555464,-0.16625427631484876,-1.1243390645514801,-0.22358325511507143,-2.581782130095326,-2.681715733600743
PCBD2,1.3309399540281615,inf,0.10663385066934987,-0.7978478363132256,-0.48240863560732644,-0.2969100873664229,-0.5877764868204435,-1.0294294768626426,inf,inf,inf,-1.3364842952684708,-0.46242194496970435,inf,-1.0402944727430725,-1.1454957161480468,-3.194728392442881,-2.8085457558362283,-0.40424394454314244,-2.944750139434531
PTS,-0.6327604636317324,inf,inf,inf,inf,0.8481721037414638,-0.6548906826789863,-1.794964223225621,-2.2644495065268377,inf,,-0.517056540910296,-0.01173622603601825,inf,-1.0402944727430725,-1.252410920064558,-3.194728392442881,-0.8085457558362266,-0.9517317398456351,0.055249860565463584
QDPR,0.36108642172400685,1.1887957755418745,-0.07444469258808416,-0.032313089950248446,-0.45641342707438254,1.6259609948941394,0.345109317321017,1.1962833027654176,0.128684151091739,2.7168139308915813,,-0.9687525107679866,0.4139314948314174,inf,-1.3622225676304358,-1.4934190195683563,-1.6097658917217288,-2.8085457558362283,-1.1927398393494308,-0.6228220445471743
SHMT1,-0.7705244687660288,1.5148282687619719,0.2037853963636856,-0.6279228348709135,-4.134485332187018,0.42827919189507574,-0.8068937761240325,0.35389916268886706,inf,6.147448285221439,,0.12484685628430382,0.2083573412400682,inf,-0.04029447274307246,-0.04596004259713278,0.12719970244448142,0.36137924560608187,-3.0672089572655716,-2.944750139434531
SHMT2,0.6091924241485087,0.034383773470889174,0.36253207522151876,-1.3828103370343787,-1.5495228314658596,-0.4460271591071645,-2.5073334942651235,-0.8070370555261992,-0.3205775189053488,3.349082146391091,inf,-0.862553106936056,0.25985162410506185,2.0538064436957995,-0.7416361571785546,-0.908456518847192,-1.7617689851667713,-1.0860797313651334,-0.1603183616570523,-0.5117907321584315
SORD,-0.0964378136195437,0.8933398920157078,2.0253863428311756,1.7871146644079323,2.187442762700344,1.5262440088541016,1.9300718180421708,-0.7075013819752848,1.7450108227222267,inf,,0.7224093937850913,0.9180962321522613,inf,2.3102027743410636,0.4394667845731106,0.3902341082782765,1.7764167448849308,1.1027160441767403,0.6402123612866196
SPR,3.371761574157573,4.5563049047381305,-0.24540657634811527,1.6615837823240707,1.324946286450277,-0.995610575183131,-0.1403175098492271,inf,-0.4249141787200816,2.501085239836144,,-1.7694437025445786,-0.3311487200038069,inf,-1.0402944727430687,0.047149361794348164,-0.1947283924428847,0.1914542441637735,-1.3302433630993642,inf
TAT,-2.817521948214602,9.478302392736857,0,inf,0,0,inf,0,0,inf,,inf,-4.150569067623296,inf,inf,inf,4.034090298053003,inf,inf,-0.3597876387133739
TH,0,0,0,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,inf,0,0
TPH1,-1.8175219482146057,inf,-1.199469277056327,inf,inf,-1.4094592816979903,inf,1.2924986180247215,inf,inf,inf,2.722409393785096,inf,0,inf,inf,0,0,inf,inf
TPH2,0,0,0,0,0,0,0,0,0,inf,,0,0,0,0,0,0,0,0,0
TYMS,-0.44872995950333877,inf,0.20542490740843852,inf,inf,4.483119939947932,2.152464239378617,3.601826676132448,inf,inf,,-1.8011525622719187,1.9695475100026396,inf,0.03009485514832692,-1.3678881374844927,inf,inf,0.25471913762179493,3.8881398747302094
UAP1L1,-3.2996941018178902,-2.8526144853777575,0.026808603061260417,-1.672316954229367,-0.7865620287667153,-1.001340452341077,-4.496192936659925,2.450039895011201,-3.87742638341759,3.5555330238585183,inf,-5.299958419243359,0.9719663274953464,1.0538064436957966,-0.24120716666907158,-1.2974988095930984,-2.346731485887934,-0.960548849281275,-1.3016742109025945,-2.681715733600743
ADSS,-0.18640721807683885,-1.6509806242081033,1.3645308613475138,1.3176293811067068,-4.304410333629332,0.2496768940025481,-3.327316024650482,-0.3204782588660344,inf,inf,,-1.21249557799302,-0.33169176945752143,-0.2681216511915691,-1.5142256610754832,-0.7263421083969769,-2.9316939866090856,-1.8674394448897933,-1.4256629281780473,-0.916180987237769
ADSSL1,-0.13070340476654657,3.670947470679261,0.9380342466936078,-0.7978478363132262,5.205364670697606,-2.138737268373866,1.720148748667944,-0.35135757175000487,1.8883316730674795,5.0271540515037305,,-2.658412390155833,inf,0,inf,inf,inf,inf,inf,inf
ALPI,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,inf,0,0,0,0
ALPL,-0.41226221550045267,1.1771328580162987,-1.740783993345467,-7.305642476511922,-3.6422799723857167,-1.028178060361763,-2.7328931946802584,1.983949552938556,-2.0484719247538226,1.3400933631638372,,-5.930435579216886,-1.0668647037423042,inf,-5.542794813272252,-5.133422883847474,-3.697228732972063,-4.31104609636541,-3.0253887815709413,-2.862287979242567
ALPP,1.9905475927837462,inf,inf,0,0,inf,0,0.29249861802472144,inf,inf,,inf,inf,0,inf,0,0,0,0,0
ALPPL2,0,0,0,0,0,0,0,inf,inf,inf,,inf,0,0,0,0,0,0,0,0
AMPD1,0,0,inf,0,0,inf,0,0,0,0,,0,inf,0,0,0,0,0,0,0
ATIC,-0.2890293635439036,-3.0608564183711717,0.5352396229974946,0.0766212816029212,-1.3044103336293302,-0.2683801040693512,-2.480861282903933,1.7581621903735352,-1.3094369613001435,2.8636553192208534,,-0.6699080289936653,-0.27161006676194277,inf,-2.040294472743073,-0.3678881374845019,-1.9723359711064334,-3.3935082565573826,-0.7777023400705932,-0.28178512671210804
ENPP1,-0.5339098030494975,2.9928755655666244,-2.676087406510301,-1.2128853355920732,-2.1344853321870203,0.26083206118932556,inf,inf,inf,0,inf,inf,-0.09772993848147225,inf,0.39266493453303647,-1.0459600425971258,-0.6097658917217218,1.946341746327241,0.25471913762179493,inf
ENTPD5,-0.5715730665481212,-1.2221373254042307,0.052906084791088326,-1.6909326323967178,-2.8349250503281174,1.8150467701248962,0.08207491148721761,-1.4730361283382587,-1.6794870058056832,3.583547400028116,inf,-2.6869815423526098,-0.5743865734792902,inf,-1.6517291848254183,-0.8731234457349167,-1.0691975103590206,-1.3610867788650052,-3.2047124810155045,-0.11877953920958133
ENTPD6,-0.8501476818184003,-3.68156894404153,1.3866176937458292,-0.2673331196144453,1.6728695898705832,-0.6547689633031425,-0.037138246840159476,1.7114511673069495,0.8013932926197512,1.147448285221445,,-2.5381181564381228,2.2584800637304236,1.2058095371408437,-0.274759726380094,0.5707113178513563,-3.194728392442881,-0.0011908337786198284,1.6697566369006347,-0.944750139434538
GCH1,3.1107785612366197,0.018870774099565293,-2.146607462670705,-4.704738431921747,inf,-1.300315643831468,-4.864344048307933,-0.2310633380322947,inf,inf,,-2.5381181564381228,0.31485742028881525,inf,-2.362222567630431,-3.367888137484495,-2.1947283924428813,-2.8085457558362283,-3.0672089572655716,-1.944750139434538
GCHFR,0.1171838675736387,inf,0.74063001731771,inf,inf,1.4929881473530435,0.34510931732101524,inf,inf,inf,,inf,-1.9923423350801392,inf,-1.7772600669092748,-1.952850638205652,inf,inf,inf,inf
GMPR,-0.9568216763578222,1.4783023927368566,-0.24244038623113653,-0.060882242147019344,2.9529775090633166,1.3521557343808976,1.830536144491266,-0.1929282091455213,3.5359152239992415,inf,,-0.5995187011022666,2.229739847531908,inf,0.22273993309072643,-0.7829256367633376,0.3902341082782765,-0.22358325511507107,2.3251084655131904,4.727675202536959
GMPR2,0.9349171867487445,0.3908395514865186,0.9460443724687692,0.7871146644079268,-0.45641342707438254,-0.21378127954437473,-1.0028139860992862,-1.1814325703076907,-0.28741065497014556,inf,inf,0.28018706518002456,0.08408868464445635,inf,-0.38494264413051876,-0.7829256367633366,-4.609765891721722,-1.053658253672759,-0.8192814438219833,-0.7748251379922247
GMPS,0.4099446522385344,0.018870774099560235,0.004500865104948826,-1.0541875895730113,-2.6538594912806,-0.7218754084215648,-2.140317509849221,2.502345786042052,-0.9405286327505052,inf,,-0.20650750815342384,0.26601479425313895,inf,-0.9965730953137536,-0.710775851007502,-3.3102056098628125,-2.187057379089957,-0.5977236739643481,-0.3232617626882663
GPHN,-0.8749509906718991,-0.2872323536261116,0.4221954949979427,0.28015467568804664,-1.3044103336293333,0.04634958928143097,-0.4033519156830152,0.17050809364610764,-0.28563939011795403,inf,,-0.4870439718438545,0.7921363341835111,inf,-0.19229756618811578,-0.5836168285399326,-0.6097658917217242,-1.8085457558362263,0.7401459647920289,-1.9447501394345357
GUK1,0.41080743439867123,0.2541343465105601,0.854488156073164,0.5904227534028325,0.492297344228764,-1.128265984655356,-1.6920893006332332,0.7705459148293639,-0.22104184535443416,2.8636553192208534,inf,-0.9474420045225737,1.55860616966326,-0.8530841519127268,0.2227399330907193,0.06507126979160974,-0.39564108636887557,-0.11255194272632982,0.4886071977960647,0.6402123612866175
IBSP,inf,inf,0,0,0,0,0,0,0,0,,0,inf,0,0,0,0,0,inf,inf
IMPDH1,-0.9333293655578082,-0.3596408491541719,1.6417564137983713,-1.6909326323967178,-0.5129969554407553,-0.9060375697609353,-1.529359800595129,-0.6294988699740082,-3.3469116667188152,inf,inf,-1.2458817464875669,1.3282631464486727,-0.9096676802790818,-0.47769978505035837,-0.4244716658508521,-1.140280608420498,-1.6020948783687947,0.5899033292114233,1.5544824872607426
IMPDH2,-1.2047924603606965,-3.736016728063908,-0.2414417294728017,-0.05061390669319151,-1.9876439438577502,-0.3664297044396316,-2.0699281819578284,-0.8229785993952163,-1.3944120903227386,inf,,-0.32013630118098824,-0.26053663582139447,0.246451521638193,0.2633819175880686,0.29073140496196953,-4.154086407945538,-1.7679037713388785,-0.5526357844358105,0.18335468631314936
ITPA,-0.02433601051618208,-0.8436257021505015,2.0792980550420626,0.7871146644079324,-0.5495228314658642,4.9297990890106655,0.34510931732101524,4.498949495492145,-0.2924638826964371,inf,,0.40048129889773126,0.12501241306583902,0.2058095371408482,0.4451323544271704,-0.4292886821486385,-3.194728392442881,-1.2235832551150698,-0.6521714579867278,-2.944750139434531
MOCS1,-0.8162646271734162,-2.498977530763055,0.8606939770913318,-0.38281033703438344,0.7399837857291199,-2.5088906950014254,-3.230575369812136,1.8664900009248753,0.049344857594855844,1.2115786226411611,inf,-2.2515953976819567,3.3200262143599457,inf,1.923179651231812,1.3325515806565968,-1.194728392442881,0.9988091662213803,2.9916847317879984,inf
MOCS2,0.8456704105463285,0.9153661983457058,-0.24312799923419384,0.05014907024172436,-2.1344853321870185,-1.054944095577454,-1.8663947878726945,-2.19935447830496,-1.3469116667188195,inf,,0.4935907032892084,-0.689471190920899,-1.5311560570253557,-0.6729234070945384,-0.7829256367633344,-4.931693986609084,-2.960548849281274,-1.0315850475348503,-2.3597876387133776
NME7,-0.00027138137844810565,-1.8070998261253854,0.34082789553766674,0.20215216368677438,-2.9418402542446254,-0.39540230396391657,-1.2074317057077624,-1.2100017225044646,1.138674671208506,inf,,-0.8796266202950039,-0.27070901783461576,0.46884394297463866,-0.9292631603543278,-1.1048537316507008,-1.1243390645514801,-3.5455113500024336,-1.2192120507106197,-1.6817157336007431
NUDT16,-0.2935985273222404,-1.0181234333826428,-1.2711883935757162,-1.1544129328726063,-2.5600920731760524,-1.4135020024366831,-1.0860478473211044,-0.2574169355972357,-0.6254644547478242,inf,inf,-1.6394851084199102,-0.12155475185499628,inf,-1.0154198041040443,-0.9489355882022673,-3.548365347057578,-2.939790289114476,-2.131339294685291,-2.8833495947703924
SUOX,-0.8566025711507008,-0.6509806242081079,0.08784828451011199,-0.6052027583708302,0.228084747197687,1.3516397771058442,0.23819411340450283,3.2027019476740737,-2.034967660404073,inf,,-1.2875746947875293,0.45120824873855436,inf,-2.1922975661881243,-1.667448419343401,inf,-1.6386207543939129,-2.0672089572655707,inf
THY1,-2.2678017660803884,inf,2.4219960900161657,3.3985493764902746,inf,2.4337143027228767,-1.0699281819578277,0.7779254451949591,inf,inf,,2.859912917535031,0.49841831517695584,-1.016582884195603,0.2227399330907193,1.874605489908458,-2.095192718891966,-0.7090100822853175,-1.0672089572655754,-4.167142560770983
TPMT,1.1110414336862624,inf,0.46942724017614956,0.20215216368677213,-1.8714509263532284,-0.4328207184162119,-1.0419138057882293,-1.8229785993952166,0.38244074333752204,inf,,-0.5995187011022666,0.3497881076305126,inf,-2.5846149889668775,-0.4748033414010065,-3.417120813779327,-1.4459756764515161,-0.35100192326616036,-2.1671425607709844
TYR,0,0,0,0,0,0,0,0,0,0,,0,0,0,inf,0,0,0,0,0
